Query	Entry	Entry_Name	Protein_Name	Gene_Names	Organism	GO_IDs	GO_Terms	GO_Evidence	Status
A0A1D2NJ38	A0A1D2NJ38	A0A1D2NJ38_ORCCI	Signal peptide peptidase-like 2B	NA	Orchesella cincta	GO:0098554;GO:0030660;GO:0098553;GO:0005765;GO:0042500;GO:0033619	C:cytoplasmic side of endoplasmic reticulum membrane;C:Golgi-associated vesicle membrane;C:lumenal side of endoplasmic reticulum membrane;C:lysosomal membrane;F:aspartic endopeptidase activity, intramembrane cleaving;P:membrane protein proteolysis	IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:InterPro;IEA:TreeGrafter	Success
A0A1D2NJH9	A0A1D2NJH9	A0A1D2NJH9_ORCCI	Collagen alpha-2(I) chain	NA	Orchesella cincta	GO:0005587;GO:0005615;GO:0030020;GO:0046872;GO:0030198	C:collagen type IV trimer;C:extracellular space;F:extracellular matrix structural constituent conferring tensile strength;F:metal ion binding;P:extracellular matrix organization	IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:UniProtKB-KW;IEA:TreeGrafter	Success
A0A1D2NJX6	A0A1D2NJX6	A0A1D2NJX6_ORCCI	Protein Wnt	NA	Orchesella cincta	GO:0005615;GO:0005125;GO:0005109;GO:0060070;GO:0045165;GO:0030182	C:extracellular space;F:cytokine activity;F:frizzled binding;P:canonical Wnt signaling pathway;P:cell fate commitment;P:neuron differentiation	IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A1D2MUC1	A0A1D2MUC1	A0A1D2MUC1_ORCCI	Protein rolling stone	NA	Orchesella cincta	GO:0016020	C:membrane	IEA:UniProtKB-KW	Success
A0A1D2NJ86	A0A1D2NJ86	A0A1D2NJ86_ORCCI	Uncharacterized protein	NA	Orchesella cincta	NA	NA	NA	Success
A0A1D2NJJ1	A0A1D2NJJ1	A0A1D2NJJ1_ORCCI	EGF-like domain-containing protein 2	NA	Orchesella cincta	GO:0016020;GO:0009653	C:membrane;P:anatomical structure morphogenesis	IEA:UniProtKB-KW;IEA:TreeGrafter	Success
A0A1D2NJY5	A0A1D2NJY5	A0A1D2NJY5_ORCCI	Protein wntless	NA	Orchesella cincta	GO:0042995;GO:0005789;GO:0010008;GO:0000139;GO:0045211;GO:0042734;GO:0017147;GO:0006886;GO:0061355;GO:0016055	C:cell projection;C:endoplasmic reticulum membrane;C:endosome membrane;C:Golgi membrane;C:postsynaptic membrane;C:presynaptic membrane;F:Wnt-protein binding;P:intracellular protein transport;P:Wnt protein secretion;P:Wnt signaling pathway	IEA:UniProtKB-KW;IEA:UniProtKB-SubCell;IEA:UniProtKB-SubCell;IEA:UniProtKB-SubCell;IEA:UniProtKB-SubCell;IEA:UniProtKB-SubCell;IEA:InterPro;IEA:TreeGrafter;IEA:TreeGrafter;IEA:UniProtKB-KW	Success
A0A1D2NJ53	A0A1D2NJ53	A0A1D2NJ53_ORCCI	RNA-binding protein 8A	NA	Orchesella cincta	GO:0005737;GO:0016607;GO:0003729;GO:0006397;GO:0051028;GO:0008380	C:cytoplasm;C:nuclear speck;F:mRNA binding;P:mRNA processing;P:mRNA transport;P:RNA splicing	IEA:UniProtKB-SubCell;IEA:UniProtKB-SubCell;IEA:InterPro;IEA:UniProtKB-KW;IEA:UniProtKB-KW;IEA:UniProtKB-KW	Success
A0A1D2NJ40	A0A1D2NJ40	A0A1D2NJ40_ORCCI	Hydroxymethylglutaryl-CoA synthase	NA	Orchesella cincta	GO:0004421;GO:0006084;GO:0010142;GO:0016126	F:hydroxymethylglutaryl-CoA synthase activity;P:acetyl-CoA metabolic process;P:farnesyl diphosphate biosynthetic process, mevalonate pathway;P:sterol biosynthetic process	IEA:UniProtKB-EC;IEA:InterPro;IEA:InterPro;IEA:UniProtKB-KW	Success
A0A1D2NJ75	A0A1D2NJ75	A0A1D2NJ75_ORCCI	Apolipophorin	NA	Orchesella cincta	GO:0005319;GO:0045735	F:lipid transporter activity;F:nutrient reservoir activity	IEA:InterPro;IEA:UniProtKB-KW	Success
A0A1D2MJA6	A0A1D2MJA6	A0A1D2MJA6_ORCCI	Gustatory receptor	NA	Orchesella cincta	GO:0016020;GO:0038023;GO:0051606;GO:0007606	C:membrane;F:signaling receptor activity;P:detection of stimulus;P:sensory perception of chemical stimulus	IEA:UniProtKB-SubCell;IEA:UniProtKB-ARBA;IEA:UniProtKB-ARBA;IEA:TreeGrafter	Success
A0A1D2NJ30	A0A1D2NJ30	A0A1D2NJ30_ORCCI	Early growth response protein 3	NA	Orchesella cincta	GO:0005634;GO:0000981;GO:0000978;GO:0008270	C:nucleus;F:DNA-binding transcription factor activity, RNA polymerase II-specific;F:RNA polymerase II cis-regulatory region sequence-specific DNA binding;F:zinc ion binding	IEA:UniProtKB-SubCell;IEA:TreeGrafter;IEA:TreeGrafter;IEA:UniProtKB-KW	Success
A0A1D2MSM4	A0A1D2MSM4	A0A1D2MSM4_ORCCI	Nuclear receptor-binding factor 2	NA	Orchesella cincta	GO:0006914	P:autophagy	IEA:InterPro	Success
A0A1D2MTJ1	A0A1D2MTJ1	A0A1D2MTJ1_ORCCI	CXXC-type zinc finger protein 1	NA	Orchesella cincta	GO:0048188;GO:0003677;GO:0035064;GO:0008270;GO:0045893	C:Set1C/COMPASS complex;F:DNA binding;F:methylated histone binding;F:zinc ion binding;P:positive regulation of DNA-templated transcription	IEA:InterPro;IEA:UniProtKB-KW;IEA:TreeGrafter;IEA:UniProtKB-KW;IEA:TreeGrafter	Success
A0A1D2MT96	A0A1D2MT96	A0A1D2MT96_ORCCI	Uncharacterized protein	NA	Orchesella cincta	GO:0008408;GO:0008409	F:3'-5' exonuclease activity;F:5'-3' exonuclease activity	IEA:InterPro;IEA:InterPro	Success
A0A1D2NC83	A0A1D2NC83	A0A1D2NC83_ORCCI	High mobility group protein DSP1	NA	Orchesella cincta	GO:0005634;GO:0003677	C:nucleus;F:DNA binding	IEA:UniProtKB-SubCell;IEA:UniProtKB-UniRule	Success
A0A1D2MU57	A0A1D2MU57	A0A1D2MU57_ORCCI	procollagen-proline 4-dioxygenase	NA	Orchesella cincta	GO:0005788;GO:0005506;GO:0031418;GO:0004656	C:endoplasmic reticulum lumen;F:iron ion binding;F:L-ascorbic acid binding;F:procollagen-proline 4-dioxygenase activity	IEA:UniProtKB-SubCell;IEA:InterPro;IEA:UniProtKB-KW;IEA:UniProtKB-EC	Success
A0A1D2MSZ2	A0A1D2MSZ2	A0A1D2MSZ2_ORCCI	Protein Wnt	NA	Orchesella cincta	GO:0005615;GO:0005125;GO:0005109;GO:0060070;GO:0045165;GO:0030182	C:extracellular space;F:cytokine activity;F:frizzled binding;P:canonical Wnt signaling pathway;P:cell fate commitment;P:neuron differentiation	IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A1D2MC22	A0A1D2MC22	A0A1D2MC22_ORCCI	Putative type-1 restriction enzyme specificity protein	NA	Orchesella cincta	NA	NA	NA	Success
A0A1D2MYS0	A0A1D2MYS0	A0A1D2MYS0_ORCCI	Diacylglycerol O-acyltransferase	NA	Orchesella cincta	GO:0005886;GO:0008374;GO:0019432	C:plasma membrane;F:O-acyltransferase activity;P:triglyceride biosynthetic process	IEA:TreeGrafter;IEA:InterPro;IEA:TreeGrafter	Success
A0A1D2N903	A0A1D2N903	A0A1D2N903_ORCCI	Splicing factor U2AF subunit	NA	Orchesella cincta	GO:0005634;GO:0003723;GO:0006397;GO:0008380	C:nucleus;F:RNA binding;P:mRNA processing;P:RNA splicing	IEA:UniProtKB-SubCell;IEA:UniProtKB-UniRule;IEA:UniProtKB-KW;IEA:UniProtKB-KW	Success
A0A1D2N903	A0A1D2N903	A0A1D2N903_ORCCI	Splicing factor U2AF subunit	NA	Orchesella cincta	GO:0005634;GO:0003723;GO:0006397;GO:0008380	C:nucleus;F:RNA binding;P:mRNA processing;P:RNA splicing	IEA:UniProtKB-SubCell;IEA:UniProtKB-UniRule;IEA:UniProtKB-KW;IEA:UniProtKB-KW	Success
A0A1D2MEI8	A0A1D2MEI8	A0A1D2MEI8_ORCCI	RING-type domain-containing protein	NA	Orchesella cincta	GO:0012505;GO:0061630;GO:0008270;GO:0043161	C:endomembrane system;F:ubiquitin protein ligase activity;F:zinc ion binding;P:proteasome-mediated ubiquitin-dependent protein catabolic process	IEA:TreeGrafter;IEA:TreeGrafter;IEA:UniProtKB-KW;IEA:TreeGrafter	Success
A0A1D2MQ97	A0A1D2MQ97	A0A1D2MQ97_ORCCI	Protein dachsous	NA	Orchesella cincta	GO:0005911;GO:0005886;GO:0005509;GO:0007156	C:cell-cell junction;C:plasma membrane;F:calcium ion binding;P:homophilic cell adhesion via plasma membrane adhesion molecules	IEA:TreeGrafter;IEA:InterPro;IEA:UniProtKB-UniRule;IEA:InterPro	Success
A0A1D2MPN0	A0A1D2MPN0	A0A1D2MPN0_ORCCI	Plasminogen activator inhibitor 2	NA	Orchesella cincta	GO:0005615;GO:0004867	C:extracellular space;F:serine-type endopeptidase inhibitor activity	IEA:InterPro;IEA:UniProtKB-KW	Success
A0A1D2NCD0	A0A1D2NCD0	A0A1D2NCD0_ORCCI	Longitudinals lacking protein-like	NA	Orchesella cincta	GO:0005634;GO:0016199;GO:0048813;GO:0008406;GO:0035167;GO:0007526;GO:0045476;GO:0007464;GO:0045467;GO:0006357	C:nucleus;P:axon midline choice point recognition;P:dendrite morphogenesis;P:gonad development;P:larval lymph gland hemopoiesis;P:larval somatic muscle development;P:nurse cell apoptotic process;P:R3/R4 cell fate commitment;P:R7 cell development;P:regulation of transcription by RNA polymerase II	IEA:TreeGrafter;IEA:UniProtKB-ARBA;IEA:UniProtKB-ARBA;IEA:UniProtKB-ARBA;IEA:UniProtKB-ARBA;IEA:UniProtKB-ARBA;IEA:UniProtKB-ARBA;IEA:UniProtKB-ARBA;IEA:UniProtKB-ARBA;IEA:TreeGrafter	Success
A0A1D2MCA4	A0A1D2MCA4	A0A1D2MCA4_ORCCI	Mannose-binding protein C	NA	Orchesella cincta	NA	NA	NA	Success
A0A1D2MUX5	A0A1D2MUX5	A0A1D2MUX5_ORCCI	Nucleobindin-1	NA	Orchesella cincta	GO:0012505;GO:0005793;GO:0070062;GO:0005509	C:endomembrane system;C:endoplasmic reticulum-Golgi intermediate compartment;C:extracellular exosome;F:calcium ion binding	IEA:UniProtKB-ARBA;IEA:TreeGrafter;IEA:TreeGrafter;IEA:InterPro	Success
A0A1D2MU13	A0A1D2MU13	A0A1D2MU13_ORCCI	Uncharacterized protein	NA	Orchesella cincta	NA	NA	NA	Success
A0A1D2MG10	A0A1D2MG10	A0A1D2MG10_ORCCI	Serine protease nudel	NA	Orchesella cincta	GO:0004252;GO:0006508	F:serine-type endopeptidase activity;P:proteolysis	IEA:InterPro;IEA:UniProtKB-KW	Success
A0A1D2N2M5	A0A1D2N2M5	A0A1D2N2M5_ORCCI	Putative nuclease HARBI1	NA	Orchesella cincta	GO:0005737;GO:0005634;GO:0046872;GO:0004518	C:cytoplasm;C:nucleus;F:metal ion binding;F:nuclease activity	IEA:UniProtKB-SubCell;IEA:UniProtKB-SubCell;IEA:UniProtKB-KW;IEA:UniProtKB-KW	Success
A0A1D2MZV6	A0A1D2MZV6	A0A1D2MZV6_ORCCI	Uncharacterized protein	NA	Orchesella cincta	NA	NA	NA	Success
A0A1D2NMV9	A0A1D2NMV9	A0A1D2NMV9_ORCCI	Protein LSM12	NA	Orchesella cincta	NA	NA	NA	Success
A0A1D2NMT6	A0A1D2NMT6	A0A1D2NMT6_ORCCI	Putative splicing factor, arginine/serine-rich 7	NA	Orchesella cincta	GO:0005654;GO:0003723	C:nucleoplasm;F:RNA binding	IEA:TreeGrafter;IEA:UniProtKB-UniRule	Success
A0A1D2NMV2	A0A1D2NMV2	A0A1D2NMV2_ORCCI	Beta-centractin	NA	Orchesella cincta	GO:0005737;GO:0005856	C:cytoplasm;C:cytoskeleton	IEA:UniProtKB-SubCell;IEA:UniProtKB-KW	Success
A0A1D2NMV3	A0A1D2NMV3	A0A1D2NMV3_ORCCI	Mannosyl-oligosaccharide glucosidase	NA	Orchesella cincta	GO:0005789;GO:0004573;GO:0009311;GO:0006487	C:endoplasmic reticulum membrane;F:Glc3Man9GlcNAc2 oligosaccharide glucosidase activity;P:oligosaccharide metabolic process;P:protein N-linked glycosylation	IEA:UniProtKB-SubCell;IEA:UniProtKB-UniRule;IEA:UniProtKB-UniRule;IEA:UniProtKB-UniRule	Success
A0A1D2MMP5	A0A1D2MMP5	A0A1D2MMP5_ORCCI	SAGA-associated factor 11	NA	Orchesella cincta	GO:0071819;GO:0000124;GO:0003713;GO:0008270;GO:0006325;GO:0006357	C:DUBm complex;C:SAGA complex;F:transcription coactivator activity;F:zinc ion binding;P:chromatin organization;P:regulation of transcription by RNA polymerase II	IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:UniProtKB-KW;IEA:UniProtKB-KW;IEA:TreeGrafter	Success
A0A1D2NMV5	A0A1D2NMV5	A0A1D2NMV5_ORCCI	Dopamine receptor 1	NA	Orchesella cincta	GO:0005886;GO:0004989;GO:0071880;GO:0043410	C:plasma membrane;F:octopamine receptor activity;P:adenylate cyclase-activating adrenergic receptor signaling pathway;P:positive regulation of MAPK cascade	IEA:UniProtKB-SubCell;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A1D2NMX7	A0A1D2NMX7	A0A1D2NMX7_ORCCI	Serine/threonine-protein kinase 32B	NA	Orchesella cincta	GO:0005524;GO:0001664;GO:0004703;GO:0007186;GO:0009966	F:ATP binding;F:G protein-coupled receptor binding;F:G protein-coupled receptor kinase activity;P:G protein-coupled receptor signaling pathway;P:regulation of signal transduction	IEA:UniProtKB-KW;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A1D2MCP3	A0A1D2MCP3	A0A1D2MCP3_ORCCI	Larval/pupal cuticle protein H1C	NA	Orchesella cincta	NA	NA	NA	Success
A0A1D2NN13	A0A1D2NN13	A0A1D2NN13_ORCCI	lysoplasmalogenase	NA	Orchesella cincta	GO:0016020;GO:0016787	C:membrane;F:hydrolase activity	IEA:UniProtKB-SubCell;IEA:TreeGrafter	Success
A0A1D2MCP3	A0A1D2MCP3	A0A1D2MCP3_ORCCI	Larval/pupal cuticle protein H1C	NA	Orchesella cincta	NA	NA	NA	Success
A0A1D2N0C3	A0A1D2N0C3	A0A1D2N0C3_ORCCI	Lovastatin diketide synthase LovF	NA	Orchesella cincta	GO:0004315;GO:0016491;GO:0031177;GO:0006633	F:3-oxoacyl-[acyl-carrier-protein] synthase activity;F:oxidoreductase activity;F:phosphopantetheine binding;P:fatty acid biosynthetic process	IEA:InterPro;IEA:InterPro;IEA:InterPro;IEA:UniProtKB-UniPathway	Success
A0A1D2NNF0	A0A1D2NNF0	A0A1D2NNF0_ORCCI	Epidermal growth factor receptor kinase substrate 8	NA	Orchesella cincta	GO:0005886;GO:0003779;GO:0016301;GO:0035023;GO:0007266	C:plasma membrane;F:actin binding;F:kinase activity;P:regulation of Rho protein signal transduction;P:Rho protein signal transduction	IEA:TreeGrafter;IEA:TreeGrafter;IEA:UniProtKB-KW;IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A1D2NNT7	A0A1D2NNT7	A0A1D2NNT7_ORCCI	Epidermal growth factor receptor kinase substrate 8-like protein 2	NA	Orchesella cincta	GO:0005886;GO:0003779;GO:0016301;GO:0035023;GO:0007266	C:plasma membrane;F:actin binding;F:kinase activity;P:regulation of Rho protein signal transduction;P:Rho protein signal transduction	IEA:TreeGrafter;IEA:TreeGrafter;IEA:UniProtKB-KW;IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A1D2NNT7	A0A1D2NNT7	A0A1D2NNT7_ORCCI	Epidermal growth factor receptor kinase substrate 8-like protein 2	NA	Orchesella cincta	GO:0005886;GO:0003779;GO:0016301;GO:0035023;GO:0007266	C:plasma membrane;F:actin binding;F:kinase activity;P:regulation of Rho protein signal transduction;P:Rho protein signal transduction	IEA:TreeGrafter;IEA:TreeGrafter;IEA:UniProtKB-KW;IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A1D2NMU9	A0A1D2NMU9	A0A1D2NMU9_ORCCI	Ankyrin repeat, SAM and basic leucine zipper domain-containing protein 1	NA	Orchesella cincta	GO:0005634	C:nucleus	IEA:TreeGrafter	Success
A0A1D2N4W8	A0A1D2N4W8	A0A1D2N4W8_ORCCI	TWiK family of potassium channels protein 18	NA	Orchesella cincta	GO:0005886;GO:0015271;GO:0022841;GO:0030322	C:plasma membrane;F:outward rectifier potassium channel activity;F:potassium ion leak channel activity;P:stabilization of membrane potential	IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A1D2NJH9	A0A1D2NJH9	A0A1D2NJH9_ORCCI	Collagen alpha-2(I) chain	NA	Orchesella cincta	GO:0005587;GO:0005615;GO:0030020;GO:0046872;GO:0030198	C:collagen type IV trimer;C:extracellular space;F:extracellular matrix structural constituent conferring tensile strength;F:metal ion binding;P:extracellular matrix organization	IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:UniProtKB-KW;IEA:TreeGrafter	Success
A0A1D2MYX6	A0A1D2MYX6	A0A1D2MYX6_ORCCI	Troponin T	NA	Orchesella cincta	GO:0005861;GO:0005523;GO:0006936;GO:0006937;GO:0045214	C:troponin complex;F:tropomyosin binding;P:muscle contraction;P:regulation of muscle contraction;P:sarcomere organization	IEA:InterPro;IEA:TreeGrafter;IEA:TreeGrafter;IEA:InterPro;IEA:TreeGrafter	Success
A0A1D2MYB2	A0A1D2MYB2	A0A1D2MYB2_ORCCI	Pro-resilin	NA	Orchesella cincta	GO:0031012;GO:0005615;GO:0042302	C:extracellular matrix;C:extracellular space;F:structural constituent of cuticle	IEA:TreeGrafter;IEA:TreeGrafter;IEA:UniProtKB-UniRule	Success
A0A1D2MHF7	A0A1D2MHF7	A0A1D2MHF7_ORCCI	Protein Hikeshi	NA	Orchesella cincta	GO:0005829;GO:0005634;GO:0030544;GO:0061608;GO:0006606	C:cytosol;C:nucleus;F:Hsp70 protein binding;F:nuclear import signal receptor activity;P:protein import into nucleus	IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A1D2N0C8	A0A1D2N0C8	A0A1D2N0C8_ORCCI	LYR motif-containing protein 5	NA	Orchesella cincta	GO:0005739;GO:0090324;GO:0022904	C:mitochondrion;P:negative regulation of oxidative phosphorylation;P:respiratory electron transport chain	IEA:TreeGrafter;IEA:InterPro;IEA:TreeGrafter	Success
A0A1D2MUZ5	A0A1D2MUZ5	A0A1D2MUZ5_ORCCI	Protein SZT2	NA	Orchesella cincta	GO:0005777	C:peroxisome	IEA:InterPro	Success
A0A1D2MUZ5	A0A1D2MUZ5	A0A1D2MUZ5_ORCCI	Protein SZT2	NA	Orchesella cincta	GO:0005777	C:peroxisome	IEA:InterPro	Success
A0A1D2MMD4	A0A1D2MMD4	A0A1D2MMD4_ORCCI	Slit 2 protein	NA	Orchesella cincta	GO:0005886	C:plasma membrane	IEA:TreeGrafter	Success
A0A1D2MQG2	A0A1D2MQG2	A0A1D2MQG2_ORCCI	F-box domain-containing protein	NA	Orchesella cincta	GO:0019005;GO:0031146	C:SCF ubiquitin ligase complex;P:SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A1D2MA41	A0A1D2MA41	A0A1D2MA41_ORCCI	DENN domain-containing protein 5B	NA	Orchesella cincta	GO:0005085;GO:0031267	F:guanyl-nucleotide exchange factor activity;F:small GTPase binding	IEA:InterPro;IEA:InterPro	Success
A0A1D2MA94	A0A1D2MA94	A0A1D2MA94_ORCCI	DENN domain-containing protein 5A	NA	Orchesella cincta	GO:0005085;GO:0031267	F:guanyl-nucleotide exchange factor activity;F:small GTPase binding	IEA:InterPro;IEA:InterPro	Success
A0A1D2MJA6	A0A1D2MJA6	A0A1D2MJA6_ORCCI	Gustatory receptor	NA	Orchesella cincta	GO:0016020;GO:0038023;GO:0051606;GO:0007606	C:membrane;F:signaling receptor activity;P:detection of stimulus;P:sensory perception of chemical stimulus	IEA:UniProtKB-SubCell;IEA:UniProtKB-ARBA;IEA:UniProtKB-ARBA;IEA:TreeGrafter	Success
A0A1D2NDB1	A0A1D2NDB1	A0A1D2NDB1_ORCCI	Uncharacterized protein	NA	Orchesella cincta	NA	NA	NA	Success
A0A1D2NDA4	A0A1D2NDA4	A0A1D2NDA4_ORCCI	protein O-GlcNAc transferase	NA	Orchesella cincta	GO:0097363;GO:0006493	F:protein O-acetylglucosaminyltransferase activity;P:protein O-linked glycosylation	IEA:UniProtKB-EC;IEA:InterPro	Success
A0A1D2NDA4	A0A1D2NDA4	A0A1D2NDA4_ORCCI	protein O-GlcNAc transferase	NA	Orchesella cincta	GO:0097363;GO:0006493	F:protein O-acetylglucosaminyltransferase activity;P:protein O-linked glycosylation	IEA:UniProtKB-EC;IEA:InterPro	Success
A0A1D2NE53	A0A1D2NE53	A0A1D2NE53_ORCCI	Cyclic nucleotide-gated cation channel subunit A	NA	Orchesella cincta	GO:0017071;GO:0005886;GO:0030553;GO:0005222;GO:0005223;GO:0044877	C:intracellular cyclic nucleotide activated cation channel complex;C:plasma membrane;F:cGMP binding;F:intracellularly cAMP-activated cation channel activity;F:intracellularly cGMP-activated cation channel activity;F:protein-containing complex binding	IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A1D2NDE0	A0A1D2NDE0	A0A1D2NDE0_ORCCI	Waprin-Phi1	NA	Orchesella cincta	GO:0005576;GO:0004867	C:extracellular region;F:serine-type endopeptidase inhibitor activity	IEA:UniProtKB-SubCell;IEA:UniProtKB-UniRule	Success
A0A1D2NDB0	A0A1D2NDB0	A0A1D2NDB0_ORCCI	Pacifastin domain-containing protein	NA	Orchesella cincta	NA	NA	NA	Success
A0A1D2NDE5	A0A1D2NDE5	A0A1D2NDE5_ORCCI	Anosmin-1	NA	Orchesella cincta	GO:0005576;GO:0016020;GO:0030414	C:extracellular region;C:membrane;F:peptidase inhibitor activity	IEA:InterPro;IEA:UniProtKB-KW;IEA:InterPro	Success
A0A1D2NDC4	A0A1D2NDC4	A0A1D2NDC4_ORCCI	Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 2	NA	Orchesella cincta	GO:0071944;GO:0005737;GO:0005547;GO:0007165	C:cell periphery;C:cytoplasm;F:phosphatidylinositol-3,4,5-trisphosphate binding;P:signal transduction	IEA:UniProtKB-ARBA;IEA:TreeGrafter;IEA:TreeGrafter;IEA:InterPro	Success
A0A1D2NNR2	A0A1D2NNR2	A0A1D2NNR2_ORCCI	SH3 and multiple ankyrin repeat domains protein 3	NA	Orchesella cincta	GO:0043197;GO:0014069;GO:0045211;GO:0035255;GO:0030160	C:dendritic spine;C:postsynaptic density;C:postsynaptic membrane;F:ionotropic glutamate receptor binding;F:synaptic receptor adaptor activity	IEA:TreeGrafter;IEA:UniProtKB-SubCell;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A1D2NMW8	A0A1D2NMW8	A0A1D2NMW8_ORCCI	N-acetylgalactosamine kinase	NA	Orchesella cincta	GO:0005829;GO:0005524;GO:0004335;GO:0006012	C:cytosol;F:ATP binding;F:galactokinase activity;P:galactose metabolic process	IEA:TreeGrafter;IEA:UniProtKB-KW;IEA:InterPro;IEA:InterPro	Success
A0A1D2NMU6	A0A1D2NMU6	A0A1D2NMU6_ORCCI	phospholipase D	NA	Orchesella cincta	GO:0043231;GO:0004630;GO:0009395;GO:0060627	C:intracellular membrane-bounded organelle;F:phospholipase D activity;P:phospholipid catabolic process;P:regulation of vesicle-mediated transport	IEA:TreeGrafter;IEA:UniProtKB-EC;IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A1D2N4Y7	A0A1D2N4Y7	A0A1D2N4Y7_ORCCI	Mitochondrial ornithine transporter 1	NA	Orchesella cincta	GO:0031966;GO:0000064;GO:1990575	C:mitochondrial membrane;F:L-ornithine transmembrane transporter activity;P:mitochondrial L-ornithine transmembrane transport	IEA:UniProtKB-SubCell;IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A1D2MKW3	A0A1D2MKW3	A0A1D2MKW3_ORCCI	Medium-chain acyl-CoA ligase ACSF2, mitochondrial	NA	Orchesella cincta	GO:0031956;GO:0006631	F:medium-chain fatty acid-CoA ligase activity;P:fatty acid metabolic process	IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A1D2M3I4	A0A1D2M3I4	A0A1D2M3I4_ORCCI	TBC1 domain family member 1	NA	Orchesella cincta	NA	NA	NA	Success
A0A1D2MW05	A0A1D2MW05	A0A1D2MW05_ORCCI	Uncharacterized protein	NA	Orchesella cincta	GO:0016020	C:membrane	IEA:UniProtKB-KW	Success
A0A1D2MW19	A0A1D2MW19	A0A1D2MW19_ORCCI	Uncharacterized protein	NA	Orchesella cincta	GO:0016020	C:membrane	IEA:UniProtKB-KW	Success
A0A1D2N1P6	A0A1D2N1P6	A0A1D2N1P6_ORCCI	alkaline phosphatase	NA	Orchesella cincta	GO:0016020;GO:0004035;GO:0046872	C:membrane;F:alkaline phosphatase activity;F:metal ion binding	IEA:UniProtKB-KW;IEA:UniProtKB-EC;IEA:UniProtKB-KW	Success
A0A1D2M3S8	A0A1D2M3S8	A0A1D2M3S8_ORCCI	DUF4806 domain-containing protein	NA	Orchesella cincta	NA	NA	NA	Success
A0A1D2M2T3	A0A1D2M2T3	A0A1D2M2T3_ORCCI	DUF4218 domain-containing protein	NA	Orchesella cincta	NA	NA	NA	Success
A0A1D2N1F3	A0A1D2N1F3	A0A1D2N1F3_ORCCI	Arfaptin-2	NA	Orchesella cincta	GO:0032588;GO:0005543;GO:0019904;GO:0006886;GO:0034315	C:trans-Golgi network membrane;F:phospholipid binding;F:protein domain specific binding;P:intracellular protein transport;P:regulation of Arp2/3 complex-mediated actin nucleation	IEA:TreeGrafter;IEA:TreeGrafter;IEA:InterPro;IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A1D2N1L5	A0A1D2N1L5	A0A1D2N1L5_ORCCI	Peroxisomal biogenesis factor 3	NA	Orchesella cincta	GO:0005778;GO:0030674;GO:0045046	C:peroxisomal membrane;F:protein-macromolecule adaptor activity;P:protein import into peroxisome membrane	IEA:InterPro;IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A1D2NDX5	A0A1D2NDX5	A0A1D2NDX5_ORCCI	Dopamine receptor 2	NA	Orchesella cincta	GO:0005886;GO:0004930;GO:0071880;GO:0043410	C:plasma membrane;F:G protein-coupled receptor activity;P:adenylate cyclase-activating adrenergic receptor signaling pathway;P:positive regulation of MAPK cascade	IEA:UniProtKB-SubCell;IEA:UniProtKB-KW;IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A1D2NDJ2	A0A1D2NDJ2	A0A1D2NDJ2_ORCCI	HECT-type E3 ubiquitin transferase	NA	Orchesella cincta	GO:0061630;GO:0000209;GO:0009966	F:ubiquitin protein ligase activity;P:protein polyubiquitination;P:regulation of signal transduction	IEA:InterPro;IEA:InterPro;IEA:UniProtKB-ARBA	Success
A0A1D2ND30	A0A1D2ND30	A0A1D2ND30_ORCCI	Uncharacterized protein	NA	Orchesella cincta	NA	NA	NA	Success
