Query	Entry	Entry_Name	Protein_Name	Gene_Names	Organism	GO_IDs	GO_Terms	GO_Evidence	Status
A0A1D2N7X6	A0A1D2N7X6	A0A1D2N7X6_ORCCI	Putative ATP-dependent RNA helicase DHX34	NA	Orchesella cincta	GO:0005524;GO:0004386;GO:0003723	F:ATP binding;F:helicase activity;F:RNA binding	IEA:UniProtKB-KW;IEA:UniProtKB-KW;IEA:TreeGrafter	Success
A0A1D2N7X5	A0A1D2N7X5	A0A1D2N7X5_ORCCI	CRIB domain-containing protein	NA	Orchesella cincta	NA	NA	NA	Success
A0A1D2N8N6	A0A1D2N8N6	A0A1D2N8N6_ORCCI	Uncharacterized protein	NA	Orchesella cincta	NA	NA	NA	Success
A0A1D2NIE7	A0A1D2NIE7	A0A1D2NIE7_ORCCI	Poly(3-hydroxyalkanoate) depolymerase C	NA	Orchesella cincta	NA	NA	NA	Success
A0A8S4RAE1	A0A8S4RAE1	A0A8S4RAE1_9NEOP	Jg26186 protein	jg26186	Pararge aegeria aegeria	NA	NA	NA	Success
A0A1D2NIG4	A0A1D2NIG4	A0A1D2NIG4_ORCCI	Putative transcriptional regulatory protein	NA	Orchesella cincta	GO:0005739	C:mitochondrion	IEA:TreeGrafter	Success
A0A1D2NID4	A0A1D2NID4	A0A1D2NID4_ORCCI	Superoxide dismutase [Cu-Zn]	NA	Orchesella cincta	GO:0005507;GO:0004784	F:copper ion binding;F:superoxide dismutase activity	IEA:InterPro;IEA:UniProtKB-EC	Success
A0A8J2LND5	A0A8J2LND5	A0A8J2LND5_9HEXA	DNA polymerase alpha subunit B	NA	Allacma fusca	GO:0005658;GO:0003677;GO:0006270	C:alpha DNA polymerase:primase complex;F:DNA binding;P:DNA replication initiation	IEA:TreeGrafter;IEA:InterPro;IEA:TreeGrafter	Success
A0A1D2NJ74	A0A1D2NJ74	A0A1D2NJ74_ORCCI	MAU2 chromatid cohesion factor homolog	NA	Orchesella cincta	GO:0005654;GO:0051301;GO:0007059;GO:0007064	C:nucleoplasm;P:cell division;P:chromosome segregation;P:mitotic sister chromatid cohesion	IEA:UniProtKB-SubCell;IEA:UniProtKB-KW;IEA:UniProtKB-KW;IEA:InterPro	Success
A0A1D2NIF9	A0A1D2NIF9	A0A1D2NIF9_ORCCI	Transcriptional repressor p66-alpha	NA	Orchesella cincta	GO:0016581;GO:0000122	C:NuRD complex;P:negative regulation of transcription by RNA polymerase II	IEA:TreeGrafter;IEA:InterPro	Success
A0A226EIE7	A0A226EIE7	A0A226EIE7_FOLCA	DNA repair protein XRCC2	NA	Folsomia candida	GO:0005813;GO:0033063;GO:0005657;GO:0000400;GO:0042148;GO:0000724	C:centrosome;C:Rad51B-Rad51C-Rad51D-XRCC2 complex;C:replication fork;F:four-way junction DNA binding;P:DNA strand invasion;P:double-strand break repair via homologous recombination	IEA:TreeGrafter;IEA:InterPro;IEA:InterPro;IEA:TreeGrafter;IEA:TreeGrafter;IEA:InterPro	Success
A0A1D2MT57	A0A1D2MT57	A0A1D2MT57_ORCCI	ascorbate ferrireductase (transmembrane)	NA	Orchesella cincta	GO:0016020;GO:0020037;GO:0140575	C:membrane;F:heme binding;F:transmembrane monodehydroascorbate reductase activity	IEA:UniProtKB-SubCell;IEA:TreeGrafter;IEA:InterPro	Success
A0A1D2N7W6	A0A1D2N7W6	A0A1D2N7W6_ORCCI	Protein D7	NA	Orchesella cincta	GO:0046872	F:metal ion binding	IEA:UniProtKB-KW	Success
A0A1D2N7V3	A0A1D2N7V3	A0A1D2N7V3_ORCCI	F-box/LRR-repeat protein 16	NA	Orchesella cincta	GO:0019005;GO:0031146	C:SCF ubiquitin ligase complex;P:SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A1D2NDW1	A0A1D2NDW1	A0A1D2NDW1_ORCCI	Methyl farnesoate epoxidase	NA	Orchesella cincta	GO:0005737;GO:0043231;GO:0020037;GO:0005506;GO:0016712;GO:0008395;GO:0006082;GO:0006805	C:cytoplasm;C:intracellular membrane-bounded organelle;F:heme binding;F:iron ion binding;F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen;F:steroid hydroxylase activity;P:organic acid metabolic process;P:xenobiotic metabolic process	IEA:TreeGrafter;IEA:TreeGrafter;IEA:InterPro;IEA:InterPro;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A1D2NEC7	A0A1D2NEC7	A0A1D2NEC7_ORCCI	Fe2OG dioxygenase domain-containing protein	NA	Orchesella cincta	GO:0046872;GO:0016491	F:metal ion binding;F:oxidoreductase activity	IEA:UniProtKB-KW;IEA:UniProtKB-KW	Success
A0A913ZZK8	A0A913ZZK8	A0A913ZZK8_PATMI	DDE Tnp4 domain-containing protein	NA	Patiria miniata	GO:0005634;GO:0046872;GO:0004518	C:nucleus;F:metal ion binding;F:nuclease activity	IEA:UniProtKB-SubCell;IEA:UniProtKB-KW;IEA:UniProtKB-KW	Success
A0A226F5P3	A0A226F5P3	A0A226F5P3_FOLCA	CSN8/PSMD8/EIF3K domain-containing protein	NA	Folsomia candida	GO:0005829;GO:0005634;GO:0008541;GO:0043161	C:cytosol;C:nucleus;C:proteasome regulatory particle, lid subcomplex;P:proteasome-mediated ubiquitin-dependent protein catabolic process	IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A1D2MVN0	A0A1D2MVN0	A0A1D2MVN0_ORCCI	Arylsulfatase B	NA	Orchesella cincta	GO:0008484	F:sulfuric ester hydrolase activity	IEA:InterPro	Success
A0A1D2MVN0	A0A1D2MVN0	A0A1D2MVN0_ORCCI	Arylsulfatase B	NA	Orchesella cincta	GO:0008484	F:sulfuric ester hydrolase activity	IEA:InterPro	Success
A0A226F5S5	A0A226F5S5	A0A226F5S5_FOLCA	Nuclear factor of activated T-cells 5	NA	Folsomia candida	GO:0005737;GO:0005634;GO:0005667;GO:0000981;GO:0000978	C:cytoplasm;C:nucleus;C:transcription regulator complex;F:DNA-binding transcription factor activity, RNA polymerase II-specific;F:RNA polymerase II cis-regulatory region sequence-specific DNA binding	IEA:UniProtKB-SubCell;IEA:UniProtKB-SubCell;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A1D2M169	A0A1D2M169	A0A1D2M169_ORCCI	Insulin-like growth factor 2 mRNA-binding protein 2	NA	Orchesella cincta	GO:0003723;GO:0010468	F:RNA binding;P:regulation of gene expression	IEA:UniProtKB-UniRule;IEA:UniProtKB-ARBA	Success
A0A226F6H3	A0A226F6H3	A0A226F6H3_FOLCA	Syntaxin-5	NA	Folsomia candida	GO:0034451;GO:0016020;GO:0005484;GO:0031122;GO:0006886;GO:1905515;GO:0016192	C:centriolar satellite;C:membrane;F:SNAP receptor activity;P:cytoplasmic microtubule organization;P:intracellular protein transport;P:non-motile cilium assembly;P:vesicle-mediated transport	IEA:TreeGrafter;IEA:UniProtKB-SubCell;IEA:InterPro;IEA:TreeGrafter;IEA:InterPro;IEA:TreeGrafter;IEA:InterPro	Success
A0A226F6H3	A0A226F6H3	A0A226F6H3_FOLCA	Syntaxin-5	NA	Folsomia candida	GO:0034451;GO:0016020;GO:0005484;GO:0031122;GO:0006886;GO:1905515;GO:0016192	C:centriolar satellite;C:membrane;F:SNAP receptor activity;P:cytoplasmic microtubule organization;P:intracellular protein transport;P:non-motile cilium assembly;P:vesicle-mediated transport	IEA:TreeGrafter;IEA:UniProtKB-SubCell;IEA:InterPro;IEA:TreeGrafter;IEA:InterPro;IEA:TreeGrafter;IEA:InterPro	Success
A0A8J2LEE0	A0A8J2LEE0	A0A8J2LEE0_9HEXA	Uncharacterized protein	NA	Allacma fusca	NA	NA	NA	Success
A0A226F5P3	A0A226F5P3	A0A226F5P3_FOLCA	CSN8/PSMD8/EIF3K domain-containing protein	NA	Folsomia candida	GO:0005829;GO:0005634;GO:0008541;GO:0043161	C:cytosol;C:nucleus;C:proteasome regulatory particle, lid subcomplex;P:proteasome-mediated ubiquitin-dependent protein catabolic process	IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A1D2MVN0	A0A1D2MVN0	A0A1D2MVN0_ORCCI	Arylsulfatase B	NA	Orchesella cincta	GO:0008484	F:sulfuric ester hydrolase activity	IEA:InterPro	Success
A0A1D2MVN0	A0A1D2MVN0	A0A1D2MVN0_ORCCI	Arylsulfatase B	NA	Orchesella cincta	GO:0008484	F:sulfuric ester hydrolase activity	IEA:InterPro	Success
A0A1D2MWF1	A0A1D2MWF1	A0A1D2MWF1_ORCCI	Nuclear factor of activated T-cells 5	NA	Orchesella cincta	GO:0005737;GO:0005634;GO:0005667;GO:0000981;GO:0000978	C:cytoplasm;C:nucleus;C:transcription regulator complex;F:DNA-binding transcription factor activity, RNA polymerase II-specific;F:RNA polymerase II cis-regulatory region sequence-specific DNA binding	IEA:UniProtKB-SubCell;IEA:UniProtKB-SubCell;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A1D2MVZ1	A0A1D2MVZ1	A0A1D2MVZ1_ORCCI	RING-type domain-containing protein	NA	Orchesella cincta	GO:0008270;GO:0060255	F:zinc ion binding;P:regulation of macromolecule metabolic process	IEA:UniProtKB-KW;IEA:UniProtKB-ARBA	Success
A0A1D2MEE2	A0A1D2MEE2	A0A1D2MEE2_ORCCI	Histidine decarboxylase	NA	Orchesella cincta	GO:0005737;GO:0004398;GO:0030170;GO:0042423;GO:0001694;GO:0006548	C:cytoplasm;F:histidine decarboxylase activity;F:pyridoxal phosphate binding;P:catecholamine biosynthetic process;P:histamine biosynthetic process;P:L-histidine catabolic process	IEA:TreeGrafter;IEA:TreeGrafter;IEA:InterPro;IEA:UniProtKB-KW;IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A1D2MVK9	A0A1D2MVK9	A0A1D2MVK9_ORCCI	ADP-ribosylation factor GTPase-activating protein 1	NA	Orchesella cincta	GO:0000139;GO:0005096;GO:0008270;GO:0032012;GO:0030100	C:Golgi membrane;F:GTPase activator activity;F:zinc ion binding;P:regulation of ARF protein signal transduction;P:regulation of endocytosis	IEA:TreeGrafter;IEA:UniProtKB-KW;IEA:UniProtKB-KW;IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A1D2MVV5	A0A1D2MVV5	A0A1D2MVV5_ORCCI	Armadillo repeat-containing protein 1	NA	Orchesella cincta	NA	NA	NA	Success
A0A1D2MVP5	A0A1D2MVP5	A0A1D2MVP5_ORCCI	Mitochondrial fission regulator 2	NA	Orchesella cincta	GO:0016020	C:membrane	IEA:UniProtKB-KW	Success
A0A1D2M6X8	A0A1D2M6X8	A0A1D2M6X8_ORCCI	Methyl farnesoate epoxidase	NA	Orchesella cincta	GO:0005737;GO:0043231;GO:0016020;GO:0020037;GO:0005506;GO:0016712;GO:0008395;GO:0006082;GO:0006805	C:cytoplasm;C:intracellular membrane-bounded organelle;C:membrane;F:heme binding;F:iron ion binding;F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen;F:steroid hydroxylase activity;P:organic acid metabolic process;P:xenobiotic metabolic process	IEA:TreeGrafter;IEA:TreeGrafter;IEA:UniProtKB-KW;IEA:InterPro;IEA:InterPro;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A1D2MSR2	A0A1D2MSR2	A0A1D2MSR2_ORCCI	cAMP-specific 3',5'-cyclic phosphodiesterase 7B	NA	Orchesella cincta	GO:0004114;GO:0046872;GO:0007165	F:3',5'-cyclic-nucleotide phosphodiesterase activity;F:metal ion binding;P:signal transduction	IEA:InterPro;IEA:UniProtKB-KW;IEA:InterPro	Success
A0A1D2MRX4	A0A1D2MRX4	A0A1D2MRX4_ORCCI	Uncharacterized protein	NA	Orchesella cincta	NA	NA	NA	Success
A0A226F595	A0A226F595	A0A226F595_FOLCA	Coiled-coil-helix-coiled-coil-helix domain-containing protein 7	NA	Folsomia candida	GO:0005758;GO:0033108	C:mitochondrial intermembrane space;P:mitochondrial respiratory chain complex assembly	IEA:UniProtKB-SubCell;IEA:TreeGrafter	Success
A0A1D2MSI7	A0A1D2MSI7	A0A1D2MSI7_ORCCI	HEAT repeat-containing protein 1	NA	Orchesella cincta	GO:0030686;GO:0032040;GO:0034455;GO:0030515;GO:0000462;GO:0045943	C:90S preribosome;C:small-subunit processome;C:t-UTP complex;F:snoRNA binding;P:maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA);P:positive regulation of transcription by RNA polymerase I	IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A8J2LS17	A0A8J2LS17	A0A8J2LS17_9HEXA	Ribonuclease P protein subunit p29	NA	Allacma fusca	GO:0000172;GO:0030677;GO:0033204;GO:0006364;GO:0001682	C:ribonuclease MRP complex;C:ribonuclease P complex;F:ribonuclease P RNA binding;P:rRNA processing;P:tRNA 5'-leader removal	IEA:InterPro;IEA:InterPro;IEA:InterPro;IEA:TreeGrafter;IEA:InterPro	Success
A0A1D2MS50	A0A1D2MS50	A0A1D2MS50_ORCCI	15-cis-phytoene synthase	NA	Orchesella cincta	GO:0016117;GO:0065008	P:carotenoid biosynthetic process;P:regulation of biological quality	IEA:UniProtKB-KW;IEA:UniProtKB-ARBA	Success
A0A1D2MC75	A0A1D2MC75	A0A1D2MC75_ORCCI	Uncharacterized protein	NA	Orchesella cincta	NA	NA	NA	Success
A0A8J2PXW1	A0A8J2PXW1	A0A8J2PXW1_9HEXA	Nuclear receptor domain-containing protein	NA	Allacma fusca	GO:0005634;GO:0003700;GO:0043565;GO:0008270	C:nucleus;F:DNA-binding transcription factor activity;F:sequence-specific DNA binding;F:zinc ion binding	IEA:UniProtKB-SubCell;IEA:InterPro;IEA:InterPro;IEA:UniProtKB-KW	Success
A0A1D2MER7	A0A1D2MER7	A0A1D2MER7_ORCCI	Cubilin	NA	Orchesella cincta	NA	NA	NA	Success
A0A8J2KCU9	A0A8J2KCU9	A0A8J2KCU9_9HEXA	Ion transport domain-containing protein	NA	Allacma fusca	GO:0008076;GO:0005249	C:voltage-gated potassium channel complex;F:voltage-gated potassium channel activity	IEA:TreeGrafter;IEA:InterPro	Success
A0A226D779	A0A226D779	A0A226D779_FOLCA	DUF4806 domain-containing protein	NA	Folsomia candida	NA	NA	NA	Success
A0A1D2NF13	A0A1D2NF13	A0A1D2NF13_ORCCI	Uncharacterized protein	NA	Orchesella cincta	GO:0016020	C:membrane	IEA:UniProtKB-KW	Success
A0A1D2NF13	A0A1D2NF13	A0A1D2NF13_ORCCI	Uncharacterized protein	NA	Orchesella cincta	GO:0016020	C:membrane	IEA:UniProtKB-KW	Success
A0A1D2NFY8	A0A1D2NFY8	A0A1D2NFY8_ORCCI	Potassium voltage-gated channel subfamily KQT member 5	NA	Orchesella cincta	GO:0008076;GO:0005249	C:voltage-gated potassium channel complex;F:voltage-gated potassium channel activity	IEA:TreeGrafter;IEA:InterPro	Success
A0A1D2NF55	A0A1D2NF55	A0A1D2NF55_ORCCI	Conserved oligomeric Golgi complex subunit 6	NA	Orchesella cincta	GO:0000139;GO:0017119;GO:0006891;GO:0015031	C:Golgi membrane;C:Golgi transport complex;P:intra-Golgi vesicle-mediated transport;P:protein transport	IEA:UniProtKB-SubCell;IEA:UniProtKB-UniRule;IEA:UniProtKB-UniRule;IEA:UniProtKB-KW	Success
A0A1D2NF66	A0A1D2NF66	A0A1D2NF66_ORCCI	Uncharacterized protein	NA	Orchesella cincta	NA	NA	NA	Success
A0A151XIW6	A0A151XIW6	A0A151XIW6_9HYME	Aquaporin AQPAn.G	NA	Trachymyrmex zeteki	GO:0005886;GO:0015267	C:plasma membrane;F:channel activity	IEA:TreeGrafter;IEA:InterPro	Success
A0A1D2NFW6	A0A1D2NFW6	A0A1D2NFW6_ORCCI	Aquaporin AQPAe.a	NA	Orchesella cincta	GO:0005886;GO:0015267	C:plasma membrane;F:channel activity	IEA:TreeGrafter;IEA:InterPro	Success
A0A226EVA4	A0A226EVA4	A0A226EVA4_FOLCA	Aquaporin AQPAn.G	NA	Folsomia candida	GO:0005886;GO:0015267	C:plasma membrane;F:channel activity	IEA:UniProtKB-SubCell;IEA:InterPro	Success
A0A1D2NF15	A0A1D2NF15	A0A1D2NF15_ORCCI	Aquaporin AQPAn.G	NA	Orchesella cincta	GO:0005886;GO:0015267	C:plasma membrane;F:channel activity	IEA:TreeGrafter;IEA:InterPro	Success
A0A1D2NF43	A0A1D2NF43	A0A1D2NF43_ORCCI	cystathionine gamma-lyase	NA	Orchesella cincta	GO:0005737;GO:0004123;GO:0030170;GO:0019343;GO:0019346	C:cytoplasm;F:cystathionine gamma-lyase activity;F:pyridoxal phosphate binding;P:cysteine biosynthetic process via cystathionine;P:transsulfuration	IEA:TreeGrafter;IEA:TreeGrafter;IEA:InterPro;IEA:TreeGrafter;IEA:InterPro	Success
A0A1D2NF47	A0A1D2NF47	A0A1D2NF47_ORCCI	Myrosinase 1	NA	Orchesella cincta	GO:0008422;GO:0008745;GO:0008270;GO:0005975;GO:0009253	F:beta-glucosidase activity;F:N-acetylmuramoyl-L-alanine amidase activity;F:zinc ion binding;P:carbohydrate metabolic process;P:peptidoglycan catabolic process	IEA:TreeGrafter;IEA:InterPro;IEA:InterPro;IEA:InterPro;IEA:InterPro	Success
A0A226EY58	A0A226EY58	A0A226EY58_FOLCA	Aquaporin AQPAe.a	NA	Folsomia candida	GO:0005886;GO:0015267	C:plasma membrane;F:channel activity	IEA:TreeGrafter;IEA:InterPro	Success
A0A1D2NF24	A0A1D2NF24	A0A1D2NF24_ORCCI	Cleavage and polyadenylation specificity factor subunit 1	NA	Orchesella cincta	GO:0005634;GO:0003676	C:nucleus;F:nucleic acid binding	IEA:UniProtKB-SubCell;IEA:InterPro	Success
A0A1D2NF26	A0A1D2NF26	A0A1D2NF26_ORCCI	protein-glutamine gamma-glutamyltransferase	NA	Orchesella cincta	GO:0046872;GO:0003810	F:metal ion binding;F:protein-glutamine gamma-glutamyltransferase activity	IEA:UniProtKB-KW;IEA:InterPro	Success
A0A1D2NAJ4	A0A1D2NAJ4	A0A1D2NAJ4_ORCCI	C2H2-type domain-containing protein	NA	Orchesella cincta	NA	NA	NA	Success
A0A1D2NAI8	A0A1D2NAI8	A0A1D2NAI8_ORCCI	2-aminoethanethiol dioxygenase	NA	Orchesella cincta	GO:0005739;GO:0046872;GO:0016702	C:mitochondrion;F:metal ion binding;F:oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen	IEA:TreeGrafter;IEA:UniProtKB-KW;IEA:InterPro	Success
A0A1D2NAI9	A0A1D2NAI9	A0A1D2NAI9_ORCCI	Carboxypeptidase A2	NA	Orchesella cincta	GO:0005615;GO:0004181;GO:0008270;GO:0006508	C:extracellular space;F:metallocarboxypeptidase activity;F:zinc ion binding;P:proteolysis	IEA:TreeGrafter;IEA:InterPro;IEA:InterPro;IEA:UniProtKB-KW	Success
A0A1D2NAJ2	A0A1D2NAJ2	A0A1D2NAJ2_ORCCI	Zinc carboxypeptidase A 1	NA	Orchesella cincta	GO:0005615;GO:0004181;GO:0008270;GO:0006508	C:extracellular space;F:metallocarboxypeptidase activity;F:zinc ion binding;P:proteolysis	IEA:TreeGrafter;IEA:InterPro;IEA:InterPro;IEA:UniProtKB-KW	Success
A0A1D2NAJ2	A0A1D2NAJ2	A0A1D2NAJ2_ORCCI	Zinc carboxypeptidase A 1	NA	Orchesella cincta	GO:0005615;GO:0004181;GO:0008270;GO:0006508	C:extracellular space;F:metallocarboxypeptidase activity;F:zinc ion binding;P:proteolysis	IEA:TreeGrafter;IEA:InterPro;IEA:InterPro;IEA:UniProtKB-KW	Success
A0A1D2NAJ3	A0A1D2NAJ3	A0A1D2NAJ3_ORCCI	GDP-mannose 4,6-dehydratase	NA	Orchesella cincta	GO:0008446;GO:0042351	F:GDP-mannose 4,6-dehydratase activity;P:'de novo' GDP-L-fucose biosynthetic process	IEA:UniProtKB-EC;IEA:UniProtKB-UniPathway	Success
A0A1D2NAJ0	A0A1D2NAJ0	A0A1D2NAJ0_ORCCI	Nuclear valosin-containing protein-like	NA	Orchesella cincta	GO:0005634;GO:0005524;GO:0016887;GO:1990275;GO:0003723;GO:0042254	C:nucleus;F:ATP binding;F:ATP hydrolysis activity;F:preribosome binding;F:RNA binding;P:ribosome biogenesis	IEA:TreeGrafter;IEA:InterPro;IEA:InterPro;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A1D2NAJ2	A0A1D2NAJ2	A0A1D2NAJ2_ORCCI	Zinc carboxypeptidase A 1	NA	Orchesella cincta	GO:0005615;GO:0004181;GO:0008270;GO:0006508	C:extracellular space;F:metallocarboxypeptidase activity;F:zinc ion binding;P:proteolysis	IEA:TreeGrafter;IEA:InterPro;IEA:InterPro;IEA:UniProtKB-KW	Success
A0A1D2NAJ2	A0A1D2NAJ2	A0A1D2NAJ2_ORCCI	Zinc carboxypeptidase A 1	NA	Orchesella cincta	GO:0005615;GO:0004181;GO:0008270;GO:0006508	C:extracellular space;F:metallocarboxypeptidase activity;F:zinc ion binding;P:proteolysis	IEA:TreeGrafter;IEA:InterPro;IEA:InterPro;IEA:UniProtKB-KW	Success
A0A1D2NAI9	A0A1D2NAI9	A0A1D2NAI9_ORCCI	Carboxypeptidase A2	NA	Orchesella cincta	GO:0005615;GO:0004181;GO:0008270;GO:0006508	C:extracellular space;F:metallocarboxypeptidase activity;F:zinc ion binding;P:proteolysis	IEA:TreeGrafter;IEA:InterPro;IEA:InterPro;IEA:UniProtKB-KW	Success
A0A1D2NAI9	A0A1D2NAI9	A0A1D2NAI9_ORCCI	Carboxypeptidase A2	NA	Orchesella cincta	GO:0005615;GO:0004181;GO:0008270;GO:0006508	C:extracellular space;F:metallocarboxypeptidase activity;F:zinc ion binding;P:proteolysis	IEA:TreeGrafter;IEA:InterPro;IEA:InterPro;IEA:UniProtKB-KW	Success
A0A1D2NAI8	A0A1D2NAI8	A0A1D2NAI8_ORCCI	2-aminoethanethiol dioxygenase	NA	Orchesella cincta	GO:0005739;GO:0046872;GO:0016702	C:mitochondrion;F:metal ion binding;F:oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen	IEA:TreeGrafter;IEA:UniProtKB-KW;IEA:InterPro	Success
A0A1D2NAJ4	A0A1D2NAJ4	A0A1D2NAJ4_ORCCI	C2H2-type domain-containing protein	NA	Orchesella cincta	NA	NA	NA	Success
A0A1D2NF26	A0A1D2NF26	A0A1D2NF26_ORCCI	protein-glutamine gamma-glutamyltransferase	NA	Orchesella cincta	GO:0046872;GO:0003810	F:metal ion binding;F:protein-glutamine gamma-glutamyltransferase activity	IEA:UniProtKB-KW;IEA:InterPro	Success
A0A1D2NF24	A0A1D2NF24	A0A1D2NF24_ORCCI	Cleavage and polyadenylation specificity factor subunit 1	NA	Orchesella cincta	GO:0005634;GO:0003676	C:nucleus;F:nucleic acid binding	IEA:UniProtKB-SubCell;IEA:InterPro	Success
A0A226EY58	A0A226EY58	A0A226EY58_FOLCA	Aquaporin AQPAe.a	NA	Folsomia candida	GO:0005886;GO:0015267	C:plasma membrane;F:channel activity	IEA:TreeGrafter;IEA:InterPro	Success
A0A1D2NF47	A0A1D2NF47	A0A1D2NF47_ORCCI	Myrosinase 1	NA	Orchesella cincta	GO:0008422;GO:0008745;GO:0008270;GO:0005975;GO:0009253	F:beta-glucosidase activity;F:N-acetylmuramoyl-L-alanine amidase activity;F:zinc ion binding;P:carbohydrate metabolic process;P:peptidoglycan catabolic process	IEA:TreeGrafter;IEA:InterPro;IEA:InterPro;IEA:InterPro;IEA:InterPro	Success
A0A1D2NF43	A0A1D2NF43	A0A1D2NF43_ORCCI	cystathionine gamma-lyase	NA	Orchesella cincta	GO:0005737;GO:0004123;GO:0030170;GO:0019343;GO:0019346	C:cytoplasm;F:cystathionine gamma-lyase activity;F:pyridoxal phosphate binding;P:cysteine biosynthetic process via cystathionine;P:transsulfuration	IEA:TreeGrafter;IEA:TreeGrafter;IEA:InterPro;IEA:TreeGrafter;IEA:InterPro	Success
A0A1D2NF15	A0A1D2NF15	A0A1D2NF15_ORCCI	Aquaporin AQPAn.G	NA	Orchesella cincta	GO:0005886;GO:0015267	C:plasma membrane;F:channel activity	IEA:TreeGrafter;IEA:InterPro	Success
A0A4Y2EZI0	A0A4Y2EZI0	A0A4Y2EZI0_ARAVE	RNA-directed DNA polymerase	POL_1142	Araneus ventricosus	GO:0003676;GO:0015074	F:nucleic acid binding;P:DNA integration	IEA:InterPro;IEA:InterPro	Success
A0A1D2NFI4	A0A1D2NFI4	A0A1D2NFI4_ORCCI	Aquaporin AQPAn.G	NA	Orchesella cincta	GO:0005886;GO:0015267	C:plasma membrane;F:channel activity	IEA:UniProtKB-SubCell;IEA:InterPro	Success
A0A1D2NAH8	A0A1D2NAH8	A0A1D2NAH8_ORCCI	Large neutral amino acids transporter small subunit 1	NA	Orchesella cincta	GO:0016020;GO:0015179	C:membrane;F:L-amino acid transmembrane transporter activity	IEA:UniProtKB-SubCell;IEA:TreeGrafter	Success
A0A1D2NAH9	A0A1D2NAH9	A0A1D2NAH9_ORCCI	Cellular tumor antigen p53	NA	Orchesella cincta	GO:0005634;GO:0000981;GO:0046872;GO:0000978;GO:0006915	C:nucleus;F:DNA-binding transcription factor activity, RNA polymerase II-specific;F:metal ion binding;F:RNA polymerase II cis-regulatory region sequence-specific DNA binding;P:apoptotic process	IEA:UniProtKB-SubCell;IEA:TreeGrafter;IEA:UniProtKB-KW;IEA:TreeGrafter;IEA:UniProtKB-KW	Success
A0A1D2NB18	A0A1D2NB18	A0A1D2NB18_ORCCI	Vacuolar protein sorting-associated protein 18 homolog	NA	Orchesella cincta	GO:0030897;GO:0031902;GO:0030674;GO:0008270;GO:0007032;GO:0008333;GO:0006886;GO:0007040;GO:0048284;GO:0006904	C:HOPS complex;C:late endosome membrane;F:protein-macromolecule adaptor activity;F:zinc ion binding;P:endosome organization;P:endosome to lysosome transport;P:intracellular protein transport;P:lysosome organization;P:organelle fusion;P:vesicle docking involved in exocytosis	IEA:TreeGrafter;IEA:UniProtKB-SubCell;IEA:TreeGrafter;IEA:UniProtKB-KW;IEA:TreeGrafter;IEA:TreeGrafter;IEA:UniProtKB-UniRule;IEA:TreeGrafter;IEA:TreeGrafter;IEA:TreeGrafter	Success
A0A1D2NB91	A0A1D2NB91	A0A1D2NB91_ORCCI	Uncharacterized protein	NA	Orchesella cincta	NA	NA	NA	Success
A0A1D2NAJ5	A0A1D2NAJ5	A0A1D2NAJ5_ORCCI	Retinol dehydrogenase 12	NA	Orchesella cincta	GO:0016491	F:oxidoreductase activity	IEA:UniProtKB-KW	Success
A0A1D2NAI7	A0A1D2NAI7	A0A1D2NAI7_ORCCI	Retinol dehydrogenase 12	NA	Orchesella cincta	GO:0016020;GO:0016491	C:membrane;F:oxidoreductase activity	IEA:UniProtKB-KW;IEA:UniProtKB-KW	Success
A0A1D2N2T3	A0A1D2N2T3	A0A1D2N2T3_ORCCI	Retinol dehydrogenase 12	NA	Orchesella cincta	GO:0016020;GO:0016491	C:membrane;F:oxidoreductase activity	IEA:UniProtKB-KW;IEA:UniProtKB-KW	Success
