region_id	chromosome	start	end	length	num_populations_total	North-West_Middle Jylland	North-West_North Jylland (Middle)	North-West_North Jylland (Top)	North-West_North Jylland (West)	Outgroup_1	South-East_East Jylland	South-East_North Sjaeland	South-East_Outgroup_2(East Jylland)	South-East_South Costal Denmark
EntNic_HiC_scaffold_2_R226	HiC_scaffold_2	27795108	27842998	47891	2	0.0	0.0	0.0	0.0	0.0	0.0	0.289	0.0	1.0
EntNic_HiC_scaffold_2_R227	HiC_scaffold_2	27857763	27868547	10785	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
EntNic_HiC_scaffold_2_R228	HiC_scaffold_2	27901994	27963770	61777	2	0.0	0.0	0.0	0.844	0.0	0.0	0.0	0.0	0.301
EntNic_HiC_scaffold_2_R229	HiC_scaffold_2	27969790	27986309	16520	2	0.302	0.0	0.0	0.945	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R230	HiC_scaffold_2	28006522	28014791	8270	1	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R231	HiC_scaffold_2	28016786	28047184	30399	2	0.0	0.0	0.0	0.0	0.0	0.551	0.0	0.0	0.845
EntNic_HiC_scaffold_2_R232	HiC_scaffold_2	28055764	28067640	11877	1	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R233	HiC_scaffold_2	28115776	28150938	35163	2	0.0	0.963	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R234	HiC_scaffold_2	28175972	28219297	43326	6	0.0	0.91	0.215	0.0	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R235	HiC_scaffold_2	28290445	28299916	9472	2	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.476
EntNic_HiC_scaffold_2_R236	HiC_scaffold_2	28497325	28511989	14665	1	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R237	HiC_scaffold_2	28518876	28537630	18755	1	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R238	HiC_scaffold_2	28544636	28591710	47075	5	0.0	0.437	0.281	0.0	0.0	0.596	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R241	HiC_scaffold_2	28643200	28794906	151707	21	0.36	0.78	0.636	0.588	0.315	0.28	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R242	HiC_scaffold_2	28864025	28875348	11324	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
EntNic_HiC_scaffold_2_R243	HiC_scaffold_2	28881493	29009043	127551	20	0.496	0.638	0.617	0.0	0.354	0.0	0.809	0.0	0.651
EntNic_HiC_scaffold_2_R244	HiC_scaffold_2	29117690	29122969	5280	1	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R245	HiC_scaffold_2	29176794	29200594	23801	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
EntNic_HiC_scaffold_2_R247	HiC_scaffold_2	29228896	29260700	31805	1	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R248	HiC_scaffold_2	29356232	29377984	21753	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
EntNic_HiC_scaffold_2_R249	HiC_scaffold_2	29383620	29467234	83615	5	0.557	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.825
EntNic_HiC_scaffold_2_R250	HiC_scaffold_2	29516863	29531085	14223	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.527
EntNic_HiC_scaffold_2_R251	HiC_scaffold_2	29555159	29623339	68181	4	0.0	0.0	0.0	0.0	0.0	0.0	0.36	0.0	0.494
EntNic_HiC_scaffold_2_R252	HiC_scaffold_2	29667696	29717800	50105	3	0.0	0.0	0.0	0.0	0.0	0.0	0.736	0.0	0.533
EntNic_HiC_scaffold_2_R253	HiC_scaffold_2	29727610	29851590	123981	3	0.0	0.0	0.0	0.0	0.0	0.0	0.833	0.0	0.0
EntNic_HiC_scaffold_2_R254	HiC_scaffold_2	30187754	30224191	36438	4	0.0	0.0	0.0	0.0	0.39	0.487	0.0	0.0	0.109
EntNic_HiC_scaffold_2_R255	HiC_scaffold_2	30601553	30662260	60708	2	0.0	0.0	0.0	0.0	0.0	0.0	0.959	0.0	0.0
EntNic_HiC_scaffold_2_R256	HiC_scaffold_2	30678472	30712840	34369	1	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R257	HiC_scaffold_2	30718190	30729323	11134	1	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R258	HiC_scaffold_2	30742104	30785667	43564	1	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R262	HiC_scaffold_2	30964695	30997286	32592	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
EntNic_HiC_scaffold_2_R263	HiC_scaffold_2	31166702	31236957	70256	5	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
EntNic_HiC_scaffold_2_R267	HiC_scaffold_2	31363118	31454085	90968	2	0.0	0.0	0.0	0.0	0.0	0.0	0.799	0.0	0.0
EntNic_HiC_scaffold_2_R268	HiC_scaffold_2	31459785	31582413	122629	18	0.624	0.23	0.517	0.517	0.694	0.331	1.0	0.0	0.082
EntNic_HiC_scaffold_2_R269	HiC_scaffold_2	31608012	31666571	58560	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
EntNic_HiC_scaffold_2_R271	HiC_scaffold_2	31690459	31745323	54865	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
EntNic_HiC_scaffold_2_R272	HiC_scaffold_2	31796409	31831023	34615	4	0.0	0.0	0.0	0.0	0.0	0.0	0.281	0.0	0.789
EntNic_HiC_scaffold_2_R273	HiC_scaffold_2	31848610	31860856	12247	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
EntNic_HiC_scaffold_2_R274	HiC_scaffold_2	31869287	31877583	8297	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
EntNic_HiC_scaffold_2_R275	HiC_scaffold_2	31897488	31969352	71865	8	0.0	0.0	0.0	0.0	0.0	0.49	1.0	0.0	0.614
EntNic_HiC_scaffold_2_R278	HiC_scaffold_2	32005979	32087000	81022	16	0.0	0.717	0.392	0.359	0.462	0.383	0.735	0.717	0.0
EntNic_HiC_scaffold_2_R279	HiC_scaffold_2	32096197	32168714	72518	3	0.0	0.0	0.0	0.0	0.0	0.0	0.604	0.0	0.0
EntNic_HiC_scaffold_2_R280	HiC_scaffold_2	32174449	32190216	15768	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
EntNic_HiC_scaffold_2_R281	HiC_scaffold_2	32281046	32364982	83937	10	0.0	0.189	0.0	0.0	0.441	0.392	0.0	0.242	0.189
EntNic_HiC_scaffold_2_R282	HiC_scaffold_2	32371279	32393981	22703	7	0.809	0.617	0.0	0.0	1.0	0.994	0.0	0.0	0.963
EntNic_HiC_scaffold_2_R283	HiC_scaffold_2	32401742	32408321	6580	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R285	HiC_scaffold_2	32558789	32567745	8957	2	0.0	0.0	0.0	0.0	1.0	0.0	0.793	0.0	0.0
EntNic_HiC_scaffold_2_R286	HiC_scaffold_2	32578159	32590708	12550	3	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
EntNic_HiC_scaffold_2_R287	HiC_scaffold_2	32623383	32640286	16904	2	0.0	0.0	0.0	0.0	1.0	0.0	0.107	0.0	0.0
EntNic_HiC_scaffold_2_R288	HiC_scaffold_2	32651388	32694300	42913	19	0.87	0.357	0.0	0.743	0.901	0.618	0.723	0.0	0.445
EntNic_HiC_scaffold_2_R289	HiC_scaffold_2	32713982	32734712	20731	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R290	HiC_scaffold_2	32754171	32958445	204275	29	0.377	0.509	0.522	0.408	0.312	0.405	0.0	0.0	0.069
EntNic_HiC_scaffold_2_R291	HiC_scaffold_2	32965253	33235236	269984	19	0.0	0.45	0.543	0.224	0.0	0.0	0.181	0.142	0.177
EntNic_HiC_scaffold_2_R292	HiC_scaffold_2	33298638	33316735	18098	1	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R293	HiC_scaffold_2	33442122	33450581	8460	1	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R294	HiC_scaffold_2	33474340	33490438	16099	2	0.0	0.659	0.0	0.0	0.0	0.955	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R295	HiC_scaffold_2	33510641	33542301	31661	9	0.361	0.91	0.437	0.879	0.325	0.0	0.418	0.0	0.867
EntNic_HiC_scaffold_2_R296	HiC_scaffold_2	33549530	33556237	6708	1	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R297	HiC_scaffold_2	33564157	33664478	100322	4	0.173	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R298	HiC_scaffold_2	33675729	33683842	8114	1	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R300	HiC_scaffold_2	33795008	33837667	42660	2	0.0	0.0	0.0	0.0	0.112	0.0	1.0	0.0	0.0
EntNic_HiC_scaffold_2_R301	HiC_scaffold_2	33865851	33886234	20384	2	0.0	0.0	0.0	0.0	0.392	0.0	1.0	0.0	0.0
EntNic_HiC_scaffold_2_R303	HiC_scaffold_2	33973203	34084194	110992	23	0.317	0.68	0.15	0.391	0.0	0.488	1.0	0.304	0.306
EntNic_HiC_scaffold_2_R304	HiC_scaffold_2	34106048	34200674	94627	3	0.0	0.0	0.86	0.8	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R305	HiC_scaffold_2	34247017	34255186	8170	5	0.474	0.776	0.797	0.0	0.0	0.0	0.659	0.0	0.0
EntNic_HiC_scaffold_2_R306	HiC_scaffold_2	34394735	34406947	12213	1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R307	HiC_scaffold_2	34431073	34461802	30730	3	0.0	0.484	0.619	0.0	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R309	HiC_scaffold_2	34708385	34743950	35566	3	0.756	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R310	HiC_scaffold_2	34772744	34843255	70512	8	0.549	0.627	0.0	0.627	0.207	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R311	HiC_scaffold_2	34846485	34876576	30092	1	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R312	HiC_scaffold_2	34889771	34984266	94496	5	0.0	0.0	0.0	0.452	0.955	0.0	0.0	0.117	0.0
EntNic_HiC_scaffold_2_R313	HiC_scaffold_2	35002635	35059908	57274	4	0.0	0.0	0.0	1.0	0.045	0.0	0.0	0.668	0.0
EntNic_HiC_scaffold_2_R314	HiC_scaffold_2	35081504	35106649	25146	1	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R315	HiC_scaffold_2	35136638	35185478	48841	5	0.0	0.529	0.652	0.627	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R316	HiC_scaffold_2	35188100	35264152	76053	18	0.327	0.63	0.316	0.428	0.0	0.159	0.121	0.336	0.0
EntNic_HiC_scaffold_2_R317	HiC_scaffold_2	35284540	35464164	179625	22	0.169	0.43	0.454	0.806	0.61	0.0	0.381	0.06	0.0
EntNic_HiC_scaffold_2_R318	HiC_scaffold_2	35639797	35684379	44583	4	0.0	0.0	0.0	0.0	0.0	0.0	0.96	0.0	0.694
EntNic_HiC_scaffold_2_R321	HiC_scaffold_2	35743055	35807704	64650	11	0.629	0.156	0.825	1.0	0.405	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R322	HiC_scaffold_2	35813876	35869387	55512	6	0.298	0.0	0.296	1.0	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R324	HiC_scaffold_2	35880977	36040680	159704	8	0.249	0.223	0.108	0.966	0.099	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R325	HiC_scaffold_2	36048309	36096169	47861	6	0.422	0.422	0.0	0.422	0.422	0.0	0.0	0.0	0.62
EntNic_HiC_scaffold_2_R329	HiC_scaffold_2	36193553	36300980	107428	2	0.0	0.0	0.164	0.855	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R332	HiC_scaffold_2	36523067	36565136	42070	3	0.0	0.0	0.0	0.0	0.0	0.439	0.0	0.0	1.0
EntNic_HiC_scaffold_2_R333	HiC_scaffold_2	36613529	36779287	165759	19	0.61	0.387	0.195	0.512	0.63	0.198	0.263	0.019	0.07
EntNic_HiC_scaffold_2_R335	HiC_scaffold_2	36799933	36831897	31965	3	0.0	0.585	0.0	0.0	0.768	0.444	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R336	HiC_scaffold_2	36858750	37148980	290231	17	0.0	0.199	0.0	0.071	0.237	0.1	0.098	0.0	0.386
EntNic_HiC_scaffold_2_R337	HiC_scaffold_2	37161464	37192556	31093	2	0.0	0.0	0.0	0.0	1.0	0.0	0.703	0.0	0.0
EntNic_HiC_scaffold_2_R338	HiC_scaffold_2	37197723	37229093	31371	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R339	HiC_scaffold_2	37306285	37382259	75975	4	0.0	0.0	0.0	0.0	0.206	0.0	0.688	0.0	0.536
EntNic_HiC_scaffold_2_R340	HiC_scaffold_2	37404297	37429962	25666	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R341	HiC_scaffold_2	37509485	37537133	27649	1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R342	HiC_scaffold_2	37712162	37742813	30652	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R343	HiC_scaffold_2	37758131	37776812	18682	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R344	HiC_scaffold_2	37832382	37838993	6612	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R345	HiC_scaffold_2	37853940	37861787	7848	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
EntNic_HiC_scaffold_2_R347	HiC_scaffold_2	37973769	37986160	12392	1	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R348	HiC_scaffold_2	38040582	38126599	86018	16	0.211	0.692	0.472	1.0	0.26	0.0	0.277	0.0	0.0
EntNic_HiC_scaffold_2_R349	HiC_scaffold_2	38155718	38169471	13754	1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R351	HiC_scaffold_2	38231008	38241710	10703	1	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R352	HiC_scaffold_2	38277295	38468032	190738	10	0.068	0.048	0.193	0.245	0.29	0.0	0.2	0.169	0.0
EntNic_HiC_scaffold_2_R354	HiC_scaffold_2	38484136	38562832	78697	18	0.0	0.467	0.681	0.753	0.9	0.0	0.092	0.473	0.0
EntNic_HiC_scaffold_2_R357	HiC_scaffold_2	38617832	38629376	11545	3	0.0	0.106	0.0	0.0	0.0	0.0	0.995	0.0	0.736
EntNic_HiC_scaffold_2_R358	HiC_scaffold_2	38632413	38702839	70427	11	0.0	0.523	0.18	0.429	0.178	0.0	0.18	0.18	0.254
EntNic_HiC_scaffold_2_R359	HiC_scaffold_2	38870181	38947277	77097	9	0.0	0.54	0.0	0.0	0.0	0.0	0.47	0.0	0.0
EntNic_HiC_scaffold_2_R361	HiC_scaffold_2	39076781	39082301	5521	6	0.0	0.224	0.0	0.879	0.0	0.0	0.0	0.996	0.232
EntNic_HiC_scaffold_2_R362	HiC_scaffold_2	39092663	39101802	9140	7	0.0	1.0	0.748	0.96	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R363	HiC_scaffold_2	39119851	39157791	37941	2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R364	HiC_scaffold_2	39244355	39260032	15678	5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.976
EntNic_HiC_scaffold_2_R365	HiC_scaffold_2	39260530	39266667	6138	1	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R366	HiC_scaffold_2	39277844	39294085	16242	5	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.286
EntNic_HiC_scaffold_2_R367	HiC_scaffold_2	39306958	39373139	66182	12	0.229	0.655	0.232	0.0	0.0	0.0	0.373	0.0	0.0
EntNic_HiC_scaffold_2_R368	HiC_scaffold_2	39382847	39408465	25619	12	0.618	0.785	0.874	0.0	0.0	0.632	1.0	0.0	0.0
EntNic_HiC_scaffold_2_R369	HiC_scaffold_2	39474819	39481481	6663	1	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R370	HiC_scaffold_2	39500320	39521846	21527	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
EntNic_HiC_scaffold_2_R371	HiC_scaffold_2	39569308	39580401	11094	2	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R373	HiC_scaffold_2	39613109	39621255	8147	1	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R374	HiC_scaffold_2	39636913	39954215	317303	34	0.11	0.857	0.337	0.45	0.228	0.06	0.287	0.081	0.116
EntNic_HiC_scaffold_2_R375	HiC_scaffold_2	39964562	40181956	217395	31	0.926	1.0	0.908	0.926	0.454	0.451	0.49	0.327	0.638
EntNic_HiC_scaffold_2_R376	HiC_scaffold_2	40294386	40331147	36762	5	0.0	0.0	0.0	0.697	0.342	0.0	0.6	0.0	0.075
EntNic_HiC_scaffold_2_R377	HiC_scaffold_2	40460826	40783283	322458	27	0.335	0.268	0.266	0.197	0.104	0.0	0.242	0.031	0.021
EntNic_HiC_scaffold_2_R378	HiC_scaffold_2	40800686	40934944	134259	19	0.416	0.575	0.533	1.0	0.0	0.0	0.268	0.269	0.0
EntNic_HiC_scaffold_2_R379	HiC_scaffold_2	40943969	41172924	228956	27	0.432	0.296	0.511	0.354	0.17	0.648	0.048	0.376	0.051
EntNic_HiC_scaffold_2_R380	HiC_scaffold_2	41173629	41222707	49079	6	0.612	0.0	0.071	0.512	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R381	HiC_scaffold_2	41234983	41428548	193566	31	0.523	0.571	0.557	0.385	0.087	0.348	0.822	0.284	0.029
EntNic_HiC_scaffold_2_R382	HiC_scaffold_2	41437939	41529758	91820	22	0.349	0.352	0.352	0.386	0.575	0.236	0.352	0.0	0.0
EntNic_HiC_scaffold_2_R383	HiC_scaffold_2	41628879	41642940	14062	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
EntNic_HiC_scaffold_2_R384	HiC_scaffold_2	41649842	41736651	86810	3	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
EntNic_HiC_scaffold_2_R387	HiC_scaffold_2	41811833	41824529	12697	1	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R388	HiC_scaffold_2	41834395	41880874	46480	3	0.0	0.634	0.0	0.0	0.0	0.0	0.931	0.0	0.0
EntNic_HiC_scaffold_2_R389	HiC_scaffold_2	42221964	42387884	165921	13	0.16	1.0	0.271	0.0	0.0	0.0	0.219	0.224	0.014
EntNic_HiC_scaffold_2_R390	HiC_scaffold_2	42397575	42406385	8811	1	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R391	HiC_scaffold_2	42448597	42458787	10191	1	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R392	HiC_scaffold_2	42476080	42496086	20007	3	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R394	HiC_scaffold_2	42616355	42635990	19636	4	0.0	0.373	0.0	1.0	0.0	0.0	1.0	0.748	0.0
EntNic_HiC_scaffold_2_R395	HiC_scaffold_2	42660754	42709576	48823	13	0.0	0.943	0.717	0.977	0.56	0.123	0.287	0.817	0.746
EntNic_HiC_scaffold_2_R396	HiC_scaffold_2	42710005	42719792	9788	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
EntNic_HiC_scaffold_2_R397	HiC_scaffold_2	42801025	42831656	30632	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
EntNic_HiC_scaffold_2_R398	HiC_scaffold_2	42837423	42848241	10819	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
EntNic_HiC_scaffold_2_R400	HiC_scaffold_2	42894559	42907155	12597	2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R401	HiC_scaffold_2	42917421	42938145	20725	1	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R402	HiC_scaffold_2	42940633	42988751	48119	3	0.0	0.988	0.0	0.0	0.0	0.0	0.0	0.401	0.0
EntNic_HiC_scaffold_2_R403	HiC_scaffold_2	43045419	43057320	11902	2	0.0	0.0	0.0	0.215	0.0	0.0	0.975	0.0	0.0
EntNic_HiC_scaffold_2_R405	HiC_scaffold_2	43228213	43501003	272791	14	0.0	1.0	0.922	0.947	0.118	0.031	0.0	0.814	0.0
EntNic_HiC_scaffold_2_R406	HiC_scaffold_2	43510680	43665768	155089	25	0.104	0.434	0.33	0.313	0.0	0.044	0.616	0.179	0.0
EntNic_HiC_scaffold_2_R407	HiC_scaffold_2	43678065	43702098	24034	3	0.0	0.0	0.0	0.0	0.713	0.0	0.0	1.0	0.0
EntNic_HiC_scaffold_2_R408	HiC_scaffold_2	43728669	43765225	36557	3	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.312	0.0
EntNic_HiC_scaffold_2_R409	HiC_scaffold_2	43789076	43898152	109077	9	0.0	0.815	0.25	0.0	0.101	0.0	0.0	0.814	0.0
EntNic_HiC_scaffold_2_R410	HiC_scaffold_2	43912446	43926218	13773	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
EntNic_HiC_scaffold_2_R411	HiC_scaffold_2	43940253	43971557	31305	7	0.138	0.0	0.0	0.0	0.336	0.52	0.834	1.0	0.112
EntNic_HiC_scaffold_2_R412	HiC_scaffold_2	43980722	44001753	21032	3	1.0	0.751	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R413	HiC_scaffold_2	44006272	44058867	52596	6	0.0	0.461	0.294	0.0	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R414	HiC_scaffold_2	44064695	44122769	58075	11	0.196	0.672	0.705	0.705	0.0	0.0	0.291	0.321	0.0
EntNic_HiC_scaffold_2_R415	HiC_scaffold_2	44131569	44150674	19106	2	0.0	0.0	0.23	0.0	0.0	0.0	0.0	1.0	0.0
EntNic_HiC_scaffold_2_R416	HiC_scaffold_2	44182902	44224660	41759	5	0.0	0.604	0.823	0.0	0.062	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R417	HiC_scaffold_2	44239288	44267620	28333	1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
EntNic_HiC_scaffold_2_R418	HiC_scaffold_2	44275844	44303881	28038	4	0.0	0.0	0.0	0.0	0.0	0.0	0.969	1.0	0.465
EntNic_HiC_scaffold_2_R419	HiC_scaffold_2	44463345	44625773	162429	8	0.018	0.0	0.0	0.0	0.0	0.016	0.85	0.815	0.074
EntNic_HiC_scaffold_2_R420	HiC_scaffold_2	44632060	44668584	36525	5	1.0	0.521	0.0	0.0	0.0	0.0	0.349	0.0	0.0
EntNic_HiC_scaffold_2_R421	HiC_scaffold_2	44675612	44714508	38897	4	0.0	0.989	0.956	0.0	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R422	HiC_scaffold_2	44723908	44740661	16754	5	0.0	0.878	0.998	0.0	1.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R423	HiC_scaffold_2	44878953	44975243	96291	13	0.0	0.927	0.725	0.732	0.0	0.0	0.0	0.0	0.132
EntNic_HiC_scaffold_2_R425	HiC_scaffold_2	45058737	45140528	81792	16	0.206	0.568	1.0	0.648	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R426	HiC_scaffold_2	45187867	45206349	18483	4	0.0	0.0	1.0	0.474	0.0	1.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R427	HiC_scaffold_2	45232642	45308174	75533	28	0.166	1.0	1.0	1.0	0.011	1.0	0.0	0.304	0.197
EntNic_HiC_scaffold_2_R428	HiC_scaffold_2	45313545	45406891	93347	28	0.39	1.0	0.991	0.474	0.181	0.634	0.283	0.816	0.337
EntNic_HiC_scaffold_2_R429	HiC_scaffold_2	45434606	45494628	60023	10	0.0	0.0	0.228	0.118	0.0	0.539	0.613	0.236	0.642
EntNic_HiC_scaffold_2_R430	HiC_scaffold_2	45570871	45689701	118831	24	0.116	0.911	0.924	0.854	0.0	0.268	0.552	0.549	0.0
EntNic_HiC_scaffold_2_R431	HiC_scaffold_2	45712993	45738690	25698	5	0.0	0.0	0.0	0.0	0.0	0.338	0.315	0.0	1.0
EntNic_HiC_scaffold_2_R432	HiC_scaffold_2	45753203	45856641	103439	11	0.0	0.283	0.0	0.0	0.0	0.318	0.251	0.428	1.0
EntNic_HiC_scaffold_2_R433	HiC_scaffold_2	45875801	45885840	10040	8	0.54	0.627	1.0	0.0	0.0	0.65	0.651	1.0	0.0
EntNic_HiC_scaffold_2_R434	HiC_scaffold_2	45927582	46022507	94926	26	0.512	0.251	0.512	0.813	0.0	0.0	0.32	0.363	0.36
EntNic_HiC_scaffold_2_R435	HiC_scaffold_2	46028055	46118985	90931	13	0.129	0.81	1.0	0.534	0.0	0.0	0.0	0.0	0.0
EntNic_HiC_scaffold_2_R436	HiC_scaffold_2	46152377	46289940	137564	29	0.575	0.576	0.817	0.592	0.065	0.504	0.147	0.469	0.466
EntNic_HiC_scaffold_2_R437	HiC_scaffold_2	46298711	46343864	45154	3	0.0	0.0	0.483	0.0	0.0	0.0	1.0	0.0	0.244
EntNic_HiC_scaffold_2_R438	HiC_scaffold_2	46364953	46388088	23136	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
