region_id,species,chromosome,start,end,region_length,population_id,num_populations,mapped_populations
EntNic_HiC_scaffold_2_R444,EntNic,HiC_scaffold_2,46854059,46893944,39886,"['EntNic_DSJ-C190', 'EntNic_BIJ-C30', 'EntNic_LEJ-C64', 'EntNic_JoeJ-C252', 'EntNic_JHJ-C220', 'EntNic_DSJ-C190', 'EntNic_BRS-C268', 'EntNic_GUS-C41', 'EntNic_MMS-C295', 'EntNic_MSJ-C2']",9,"['DSJ-C190', 'BIJ-C30', 'LEJ-C64', 'JoeJ-C252', 'JHJ-C220', 'DSJ-C190', 'BRS-C268', 'GUS-C41', 'MMS-C295', 'MSJ-C2']"
EntNic_HiC_scaffold_2_R445,EntNic,HiC_scaffold_2,46935994,47001593,65600,"['EntNic_GEJ-C42', 'EntNic_TOJ-C71', 'EntNic_GSJ-C274', 'EntNic_DoeJ-C27', 'EntNic_HAS-C59', 'EntNic_SKJ-C216', 'EntNic_LEJ-C64', 'EntNic_SUJ-C130', 'EntNic_aaRJ-C225', 'EntNic_ORoe-C299', 'EntNic_JHJ-C220', 'EntNic_BIJ-C30', 'EntNic_KLJ-C127', 'EntNic_GUS-C41', 'EntNic_FUR-C230', 'EntNic_RDJ-C344', 'EntNic_SBJ-C52', 'EntNic_ULJ-C60', 'EntNic_RYJ-C139', 'EntNic_LVJ-C76', 'EntNic_LVJ-C76']",20,"['GEJ-C42', 'TOJ-C71', 'GSJ-C274', 'DoeJ-C27', 'HAS-C59', 'SKJ-C216', 'LEJ-C64', 'SUJ-C130', 'aaRJ-C225', 'ORoe-C299', 'JHJ-C220', 'BIJ-C30', 'KLJ-C127', 'GUS-C41', 'FUR-C230', 'RDJ-C344', 'SBJ-C52', 'ULJ-C60', 'RYJ-C139', 'LVJ-C76', 'LVJ-C76']"
EntNic_HiC_scaffold_2_R446,EntNic,HiC_scaffold_2,47022503,47055362,32860,"['EntNic_ORoe-C299', 'EntNic_GUS-C41', 'EntNic_KOS-C293', 'EntNic_DSJ-C190', 'EntNic_UTJ-C22']",5,"['ORoe-C299', 'GUS-C41', 'KOS-C293', 'DSJ-C190', 'UTJ-C22']"
EntNic_HiC_scaffold_2_R447,EntNic,HiC_scaffold_2,47070456,47147173,76718,"['EntNic_UTJ-C22', 'EntNic_BJJ-C34', 'EntNic_DSJ-C190', 'EntNic_TOJ-C71', 'EntNic_BIJ-C30', 'EntNic_SUJ-C130', 'EntNic_KLJ-C127']",7,"['UTJ-C22', 'BJJ-C34', 'DSJ-C190', 'TOJ-C71', 'BIJ-C30', 'SUJ-C130', 'KLJ-C127']"
EntNic_HiC_scaffold_2_R448,EntNic,HiC_scaffold_2,47180224,47195888,15665,['EntNic_BIJ-C30'],1,['BIJ-C30']
EntNic_HiC_scaffold_2_R449,EntNic,HiC_scaffold_2,47201960,47237259,35300,"['EntNic_BIJ-C30', 'EntNic_TOJ-C71', 'EntNic_aaRJ-C225']",3,"['BIJ-C30', 'TOJ-C71', 'aaRJ-C225']"
EntNic_HiC_scaffold_2_R450,EntNic,HiC_scaffold_2,47256493,47268941,12449,['EntNic_BIJ-C30'],1,['BIJ-C30']
EntNic_HiC_scaffold_2_R451,EntNic,HiC_scaffold_2,47358115,47437278,79164,"['EntNic_aeRoe-C36', 'EntNic_BJJ-C34', 'EntNic_MSJ-C2', 'EntNic_BIJ-C30', 'EntNic_SUJ-C130', 'EntNic_KLJ-C127', 'EntNic_aeRoe-C36', 'EntNic_FUR-C230', 'EntNic_KRS-C23', 'EntNic_BJJ-C34', 'EntNic_ULJ-C60', 'EntNic_RDJ-C344', 'EntNic_BJJ-C34', 'EntNic_SBJ-C52', 'EntNic_DoeJ-C27', 'EntNic_NOJ-C37', 'EntNic_FUR-C230', 'EntNic_GEJ-C42', 'EntNic_GSJ-C274', 'EntNic_SUJ-C130', 'EntNic_BIJ-C30', 'EntNic_ULJ-C60', 'EntNic_JHJ-C220', 'EntNic_LVJ-C76']",17,"['aeRoe-C36', 'BJJ-C34', 'MSJ-C2', 'BIJ-C30', 'SUJ-C130', 'KLJ-C127', 'aeRoe-C36', 'FUR-C230', 'KRS-C23', 'BJJ-C34', 'ULJ-C60', 'RDJ-C344', 'BJJ-C34', 'SBJ-C52', 'DoeJ-C27', 'NOJ-C37', 'FUR-C230', 'GEJ-C42', 'GSJ-C274', 'SUJ-C130', 'BIJ-C30', 'ULJ-C60', 'JHJ-C220', 'LVJ-C76']"
EntNic_HiC_scaffold_2_R452,EntNic,HiC_scaffold_2,47442923,47504279,61357,"['EntNic_SUJ-C130', 'EntNic_aeRoe-C36', 'EntNic_BIJ-C30', 'EntNic_KRS-C23', 'EntNic_BJJ-C34', 'EntNic_KOS-C293', 'EntNic_SBJ-C52', 'EntNic_NOJ-C37', 'EntNic_DoeJ-C27', 'EntNic_LVJ-C76', 'EntNic_TOJ-C71', 'EntNic_SUJ-C130', 'EntNic_RDJ-C344', 'EntNic_aeRoe-C36']",12,"['SUJ-C130', 'aeRoe-C36', 'BIJ-C30', 'KRS-C23', 'BJJ-C34', 'KOS-C293', 'SBJ-C52', 'NOJ-C37', 'DoeJ-C27', 'LVJ-C76', 'TOJ-C71', 'SUJ-C130', 'RDJ-C344', 'aeRoe-C36']"
EntNic_HiC_scaffold_2_R453,EntNic,HiC_scaffold_2,47545388,47559556,14169,['EntNic_BIJ-C30'],1,['BIJ-C30']
EntNic_HiC_scaffold_2_R454,EntNic,HiC_scaffold_2,47617891,47713343,95453,"['EntNic_BJJ-C34', 'EntNic_SSJ-C259', 'EntNic_KRS-C23', 'EntNic_STF-C266', 'EntNic_VAJ-C24', 'EntNic_MMS-C295', 'EntNic_BRS-C268', 'EntNic_JoeJ-C252', 'EntNic_BIJ-C30', 'EntNic_FUR-C230', 'EntNic_STF-C266', 'EntNic_DSJ-C190', 'EntNic_KRS-C23']",11,"['BJJ-C34', 'SSJ-C259', 'KRS-C23', 'STF-C266', 'VAJ-C24', 'MMS-C295', 'BRS-C268', 'JoeJ-C252', 'BIJ-C30', 'FUR-C230', 'STF-C266', 'DSJ-C190', 'KRS-C23']"
EntNic_HiC_scaffold_2_R455,EntNic,HiC_scaffold_2,47817519,47893064,75546,"['EntNic_HAS-C59', 'EntNic_SKS-C55', 'EntNic_JoeJ-C252', 'EntNic_LEJ-C64', 'EntNic_TOJ-C71', 'EntNic_SUJ-C130', 'EntNic_FUR-C230', 'EntNic_LVJ-C76', 'EntNic_ULJ-C60', 'EntNic_RYJ-C139']",10,"['HAS-C59', 'SKS-C55', 'JoeJ-C252', 'LEJ-C64', 'TOJ-C71', 'SUJ-C130', 'FUR-C230', 'LVJ-C76', 'ULJ-C60', 'RYJ-C139']"
EntNic_HiC_scaffold_2_R456,EntNic,HiC_scaffold_2,47922613,48030728,108116,"['EntNic_GEJ-C42', 'EntNic_SBJ-C52', 'EntNic_SBJ-C52', 'EntNic_GoeJ-C19', 'EntNic_VAJ-C24', 'EntNic_UTJ-C22', 'EntNic_HAS-C59', 'EntNic_SKS-C55', 'EntNic_SBJ-C52']",7,"['GEJ-C42', 'SBJ-C52', 'SBJ-C52', 'GoeJ-C19', 'VAJ-C24', 'UTJ-C22', 'HAS-C59', 'SKS-C55', 'SBJ-C52']"
EntNic_HiC_scaffold_2_R458,EntNic,HiC_scaffold_2,48046143,48059614,13472,"['EntNic_ORoe-C299', 'EntNic_SKS-C55', 'EntNic_GoeJ-C19']",3,"['ORoe-C299', 'SKS-C55', 'GoeJ-C19']"
EntNic_HiC_scaffold_2_R459,EntNic,HiC_scaffold_2,48077392,48151634,74243,"['EntNic_VAJ-C24', 'EntNic_ORoe-C299', 'EntNic_SKS-C55', 'EntNic_RYJ-C139', 'EntNic_GoeJ-C19', 'EntNic_GUS-C41', 'EntNic_JEJ-C119', 'EntNic_aeRoe-C36', 'EntNic_HAS-C59', 'EntNic_RYJ-C139']",9,"['VAJ-C24', 'ORoe-C299', 'SKS-C55', 'RYJ-C139', 'GoeJ-C19', 'GUS-C41', 'JEJ-C119', 'aeRoe-C36', 'HAS-C59', 'RYJ-C139']"
EntNic_HiC_scaffold_2_R46,EntNic,HiC_scaffold_2,11285856,11298095,12240,"['EntNic_LVJ-C76', 'EntNic_MSJ-C2', 'EntNic_HHJ-C162']",3,"['LVJ-C76', 'MSJ-C2', 'HHJ-C162']"
EntNic_HiC_scaffold_2_R460,EntNic,HiC_scaffold_2,48157040,48800160,643121,"['EntNic_GoeJ-C19', 'EntNic_SHJ-C48', 'EntNic_RYJ-C139', 'EntNic_GEJ-C42', 'EntNic_SBJ-C52', 'EntNic_GoeJ-C19', 'EntNic_VAJ-C24', 'EntNic_SKS-C55', 'EntNic_SBJ-C52', 'EntNic_GEJ-C42', 'EntNic_SKS-C55', 'EntNic_HAS-C59', 'EntNic_GoeJ-C19', 'EntNic_HAS-C59', 'EntNic_SBJ-C52', 'EntNic_BJJ-C34', 'EntNic_VAJ-C24', 'EntNic_HAS-C59', 'EntNic_GEJ-C42', 'EntNic_VAJ-C24', 'EntNic_JEJ-C119', 'EntNic_HAS-C59', 'EntNic_SKS-C55', 'EntNic_GoeJ-C19', 'EntNic_JEJ-C119', 'EntNic_GoeJ-C19', 'EntNic_VAJ-C24', 'EntNic_SKS-C55', 'EntNic_GoeJ-C19', 'EntNic_BJJ-C34', 'EntNic_BJJ-C34', 'EntNic_BJJ-C34', 'EntNic_SKS-C55', 'EntNic_HAS-C59', 'EntNic_GoeJ-C19', 'EntNic_BJJ-C34', 'EntNic_GoeJ-C19', 'EntNic_JEJ-C119', 'EntNic_JEJ-C119', 'EntNic_VAJ-C24', 'EntNic_HAS-C59', 'EntNic_UTJ-C22', 'EntNic_JEJ-C119', 'EntNic_HAS-C59', 'EntNic_SKS-C55']",11,"['GoeJ-C19', 'SHJ-C48', 'RYJ-C139', 'GEJ-C42', 'SBJ-C52', 'GoeJ-C19', 'VAJ-C24', 'SKS-C55', 'SBJ-C52', 'GEJ-C42', 'SKS-C55', 'HAS-C59', 'GoeJ-C19', 'HAS-C59', 'SBJ-C52', 'BJJ-C34', 'VAJ-C24', 'HAS-C59', 'GEJ-C42', 'VAJ-C24', 'JEJ-C119', 'HAS-C59', 'SKS-C55', 'GoeJ-C19', 'JEJ-C119', 'GoeJ-C19', 'VAJ-C24', 'SKS-C55', 'GoeJ-C19', 'BJJ-C34', 'BJJ-C34', 'BJJ-C34', 'SKS-C55', 'HAS-C59', 'GoeJ-C19', 'BJJ-C34', 'GoeJ-C19', 'JEJ-C119', 'JEJ-C119', 'VAJ-C24', 'HAS-C59', 'UTJ-C22', 'JEJ-C119', 'HAS-C59', 'SKS-C55']"
EntNic_HiC_scaffold_2_R461,EntNic,HiC_scaffold_2,48836556,48921467,84912,"['EntNic_SBJ-C52', 'EntNic_SKS-C55', 'EntNic_GEJ-C42', 'EntNic_HAS-C59', 'EntNic_GoeJ-C19', 'EntNic_VAJ-C24', 'EntNic_JEJ-C119', 'EntNic_SKS-C55', 'EntNic_GEJ-C42', 'EntNic_SBJ-C52']",7,"['SBJ-C52', 'SKS-C55', 'GEJ-C42', 'HAS-C59', 'GoeJ-C19', 'VAJ-C24', 'JEJ-C119', 'SKS-C55', 'GEJ-C42', 'SBJ-C52']"
EntNic_HiC_scaffold_2_R462,EntNic,HiC_scaffold_2,48937278,49070721,133444,"['EntNic_SBJ-C52', 'EntNic_GEJ-C42', 'EntNic_BJJ-C34', 'EntNic_GoeJ-C19', 'EntNic_ORoe-C299', 'EntNic_SBJ-C52', 'EntNic_HAS-C59', 'EntNic_GoeJ-C19', 'EntNic_GoeJ-C19', 'EntNic_GoeJ-C19', 'EntNic_VAJ-C24', 'EntNic_JEJ-C119', 'EntNic_HAS-C59']",8,"['SBJ-C52', 'GEJ-C42', 'BJJ-C34', 'GoeJ-C19', 'ORoe-C299', 'SBJ-C52', 'HAS-C59', 'GoeJ-C19', 'GoeJ-C19', 'GoeJ-C19', 'VAJ-C24', 'JEJ-C119', 'HAS-C59']"
EntNic_HiC_scaffold_2_R463,EntNic,HiC_scaffold_2,49094317,49162637,68321,"['EntNic_SBJ-C52', 'EntNic_GEJ-C42', 'EntNic_GoeJ-C19', 'EntNic_SKS-C55', 'EntNic_HAS-C59', 'EntNic_GoeJ-C19', 'EntNic_SKS-C55', 'EntNic_HAS-C59', 'EntNic_HAS-C59', 'EntNic_JEJ-C119', 'EntNic_VAJ-C24']",7,"['SBJ-C52', 'GEJ-C42', 'GoeJ-C19', 'SKS-C55', 'HAS-C59', 'GoeJ-C19', 'SKS-C55', 'HAS-C59', 'HAS-C59', 'JEJ-C119', 'VAJ-C24']"
EntNic_HiC_scaffold_2_R464,EntNic,HiC_scaffold_2,49187644,49224583,36940,"['EntNic_SBJ-C52', 'EntNic_HAS-C59', 'EntNic_GEJ-C42', 'EntNic_SKS-C55', 'EntNic_VAJ-C24', 'EntNic_JEJ-C119']",6,"['SBJ-C52', 'HAS-C59', 'GEJ-C42', 'SKS-C55', 'VAJ-C24', 'JEJ-C119']"
EntNic_HiC_scaffold_2_R465,EntNic,HiC_scaffold_2,49269618,49365410,95793,"['EntNic_DSJ-C190', 'EntNic_STF-C266', 'EntNic_MMS-C295', 'EntNic_FHJ-C38', 'EntNic_HHJ-C162', 'EntNic_DSJ-C190', 'EntNic_aeRoe-C36', 'EntNic_KRS-C23', 'EntNic_HHJ-C162', 'EntNic_FHJ-C38', 'EntNic_MSJ-C2', 'EntNic_DSJ-C190', 'EntNic_SSJ-C259', 'EntNic_GoeJ-C19', 'EntNic_JHJ-C220', 'EntNic_BIJ-C30', 'EntNic_BRS-C268', 'EntNic_MSJ-C2', 'EntNic_KOS-C293']",14,"['DSJ-C190', 'STF-C266', 'MMS-C295', 'FHJ-C38', 'HHJ-C162', 'DSJ-C190', 'aeRoe-C36', 'KRS-C23', 'HHJ-C162', 'FHJ-C38', 'MSJ-C2', 'DSJ-C190', 'SSJ-C259', 'GoeJ-C19', 'JHJ-C220', 'BIJ-C30', 'BRS-C268', 'MSJ-C2', 'KOS-C293']"
EntNic_HiC_scaffold_2_R467,EntNic,HiC_scaffold_2,49473429,49531630,58202,"['EntNic_DSJ-C190', 'EntNic_aeRoe-C36', 'EntNic_FHJ-C38', 'EntNic_HHJ-C162']",4,"['DSJ-C190', 'aeRoe-C36', 'FHJ-C38', 'HHJ-C162']"
EntNic_HiC_scaffold_2_R468,EntNic,HiC_scaffold_2,49538971,49643944,104974,"['EntNic_DSJ-C190', 'EntNic_KOS-C293', 'EntNic_aeRoe-C36', 'EntNic_FHJ-C38', 'EntNic_BRS-C268', 'EntNic_ULJ-C60', 'EntNic_TOJ-C71', 'EntNic_FHJ-C38', 'EntNic_JoeJ-C252', 'EntNic_SUJ-C130', 'EntNic_SHJ-C48', 'EntNic_DoeJ-C27', 'EntNic_GSJ-C274', 'EntNic_LEJ-C64', 'EntNic_RYJ-C139', 'EntNic_SSJ-C259', 'EntNic_aaRJ-C225', 'EntNic_ULJ-C60', 'EntNic_SKJ-C16', 'EntNic_NOJ-C37', 'EntNic_BJJ-C34', 'EntNic_STF-C266', 'EntNic_KOS-C293', 'EntNic_MMS-C295', 'EntNic_DSJ-C190', 'EntNic_HHJ-C162', 'EntNic_MSJ-C2', 'EntNic_FHJ-C38', 'EntNic_BIJ-C30', 'EntNic_SUJ-C130', 'EntNic_NOJ-C37', 'EntNic_GSJ-C274', 'EntNic_DoeJ-C27', 'EntNic_ULJ-C60', 'EntNic_LVJ-C76', 'EntNic_KRS-C23', 'EntNic_KLJ-C127', 'EntNic_SBJ-C52']",28,"['DSJ-C190', 'KOS-C293', 'aeRoe-C36', 'FHJ-C38', 'BRS-C268', 'ULJ-C60', 'TOJ-C71', 'FHJ-C38', 'JoeJ-C252', 'SUJ-C130', 'SHJ-C48', 'DoeJ-C27', 'GSJ-C274', 'LEJ-C64', 'RYJ-C139', 'SSJ-C259', 'aaRJ-C225', 'ULJ-C60', 'SKJ-C16', 'NOJ-C37', 'BJJ-C34', 'STF-C266', 'KOS-C293', 'MMS-C295', 'DSJ-C190', 'HHJ-C162', 'MSJ-C2', 'FHJ-C38', 'BIJ-C30', 'SUJ-C130', 'NOJ-C37', 'GSJ-C274', 'DoeJ-C27', 'ULJ-C60', 'LVJ-C76', 'KRS-C23', 'KLJ-C127', 'SBJ-C52']"
EntNic_HiC_scaffold_2_R47,EntNic,HiC_scaffold_2,11307014,11334339,27326,"['EntNic_MSJ-C2', 'EntNic_ORoe-C299', 'EntNic_HHJ-C162', 'EntNic_BRS-C268']",4,"['MSJ-C2', 'ORoe-C299', 'HHJ-C162', 'BRS-C268']"
EntNic_HiC_scaffold_2_R470,EntNic,HiC_scaffold_2,49663554,49676614,13061,"['EntNic_aeRoe-C36', 'EntNic_NOJ-C37']",2,"['aeRoe-C36', 'NOJ-C37']"
EntNic_HiC_scaffold_2_R471,EntNic,HiC_scaffold_2,49763037,49783829,20793,"['EntNic_JoeJ-C252', 'EntNic_FHJ-C38']",2,"['JoeJ-C252', 'FHJ-C38']"
EntNic_HiC_scaffold_2_R473,EntNic,HiC_scaffold_2,49823072,49834557,11486,"['EntNic_JoeJ-C252', 'EntNic_BJJ-C34', 'EntNic_TOJ-C71', 'EntNic_SSJ-C259']",4,"['JoeJ-C252', 'BJJ-C34', 'TOJ-C71', 'SSJ-C259']"
EntNic_HiC_scaffold_2_R479,EntNic,HiC_scaffold_2,50114201,50154506,40306,"['EntNic_SKJ-C216', 'EntNic_TOJ-C71', 'EntNic_SKJ-C16', 'EntNic_aaRJ-C225', 'EntNic_NOJ-C37', 'EntNic_GSJ-C274', 'EntNic_JoeJ-C252', 'EntNic_LEJ-C64', 'EntNic_BIJ-C30', 'EntNic_DoeJ-C27', 'EntNic_MSJ-C2', 'EntNic_SUJ-C130', 'EntNic_KLJ-C127', 'EntNic_DSJ-C190', 'EntNic_UTJ-C22', 'EntNic_RYJ-C139', 'EntNic_STF-C266', 'EntNic_KRS-C23', 'EntNic_MMS-C295', 'EntNic_KOS-C293', 'EntNic_aeRoe-C36', 'EntNic_HAS-C59', 'EntNic_ULJ-C60', 'EntNic_SKS-C55', 'EntNic_LVJ-C76', 'EntNic_KOS-C293', 'EntNic_BRS-C268']",26,"['SKJ-C216', 'TOJ-C71', 'SKJ-C16', 'aaRJ-C225', 'NOJ-C37', 'GSJ-C274', 'JoeJ-C252', 'LEJ-C64', 'BIJ-C30', 'DoeJ-C27', 'MSJ-C2', 'SUJ-C130', 'KLJ-C127', 'DSJ-C190', 'UTJ-C22', 'RYJ-C139', 'STF-C266', 'KRS-C23', 'MMS-C295', 'KOS-C293', 'aeRoe-C36', 'HAS-C59', 'ULJ-C60', 'SKS-C55', 'LVJ-C76', 'KOS-C293', 'BRS-C268']"
EntNic_HiC_scaffold_2_R48,EntNic,HiC_scaffold_2,11352608,11369249,16642,"['EntNic_MSJ-C2', 'EntNic_ORoe-C299', 'EntNic_HHJ-C162', 'EntNic_aaRJ-C225']",4,"['MSJ-C2', 'ORoe-C299', 'HHJ-C162', 'aaRJ-C225']"
EntNic_HiC_scaffold_2_R480,EntNic,HiC_scaffold_2,50177090,50219415,42326,"['EntNic_SSJ-C259', 'EntNic_ULJ-C60', 'EntNic_STF-C266', 'EntNic_MSJ-C2', 'EntNic_HHJ-C162', 'EntNic_DSJ-C190', 'EntNic_MMS-C295', 'EntNic_FHJ-C38', 'EntNic_GoeJ-C19', 'EntNic_RYJ-C139', 'EntNic_SSJ-C259', 'EntNic_TOJ-C71', 'EntNic_LEJ-C64', 'EntNic_FUR-C230', 'EntNic_KRS-C23', 'EntNic_HHJ-C162', 'EntNic_STF-C266', 'EntNic_MSJ-C2', 'EntNic_KOS-C293', 'EntNic_JoeJ-C252', 'EntNic_FHJ-C38', 'EntNic_MMS-C295', 'EntNic_DSJ-C190', 'EntNic_JHJ-C220', 'EntNic_aeRoe-C36', 'EntNic_NOJ-C37', 'EntNic_GoeJ-C19', 'EntNic_KLJ-C127', 'EntNic_RDJ-C344']",21,"['SSJ-C259', 'ULJ-C60', 'STF-C266', 'MSJ-C2', 'HHJ-C162', 'DSJ-C190', 'MMS-C295', 'FHJ-C38', 'GoeJ-C19', 'RYJ-C139', 'SSJ-C259', 'TOJ-C71', 'LEJ-C64', 'FUR-C230', 'KRS-C23', 'HHJ-C162', 'STF-C266', 'MSJ-C2', 'KOS-C293', 'JoeJ-C252', 'FHJ-C38', 'MMS-C295', 'DSJ-C190', 'JHJ-C220', 'aeRoe-C36', 'NOJ-C37', 'GoeJ-C19', 'KLJ-C127', 'RDJ-C344']"
EntNic_HiC_scaffold_2_R481,EntNic,HiC_scaffold_2,50224391,50249729,25339,"['EntNic_KRS-C23', 'EntNic_aeRoe-C36', 'EntNic_BRS-C268', 'EntNic_SSJ-C259', 'EntNic_SHJ-C48']",5,"['KRS-C23', 'aeRoe-C36', 'BRS-C268', 'SSJ-C259', 'SHJ-C48']"
EntNic_HiC_scaffold_2_R482,EntNic,HiC_scaffold_2,50277174,50329154,51981,"['EntNic_DoeJ-C27', 'EntNic_NOJ-C37', 'EntNic_SSJ-C259', 'EntNic_GSJ-C274', 'EntNic_KLJ-C127', 'EntNic_DoeJ-C27', 'EntNic_GSJ-C274', 'EntNic_ULJ-C60', 'EntNic_LVJ-C76']",7,"['DoeJ-C27', 'NOJ-C37', 'SSJ-C259', 'GSJ-C274', 'KLJ-C127', 'DoeJ-C27', 'GSJ-C274', 'ULJ-C60', 'LVJ-C76']"
EntNic_HiC_scaffold_2_R483,EntNic,HiC_scaffold_2,50339465,50394995,55531,"['EntNic_FHJ-C38', 'EntNic_DSJ-C190', 'EntNic_MMS-C295', 'EntNic_KRS-C23', 'EntNic_aeRoe-C36', 'EntNic_STF-C266', 'EntNic_HHJ-C162', 'EntNic_MSJ-C2', 'EntNic_BIJ-C30', 'EntNic_UTJ-C22', 'EntNic_KOS-C293', 'EntNic_aaRJ-C225', 'EntNic_SKJ-C216', 'EntNic_SSJ-C259']",14,"['FHJ-C38', 'DSJ-C190', 'MMS-C295', 'KRS-C23', 'aeRoe-C36', 'STF-C266', 'HHJ-C162', 'MSJ-C2', 'BIJ-C30', 'UTJ-C22', 'KOS-C293', 'aaRJ-C225', 'SKJ-C216', 'SSJ-C259']"
EntNic_HiC_scaffold_2_R484,EntNic,HiC_scaffold_2,50435243,50446082,10840,['EntNic_aeRoe-C36'],1,['aeRoe-C36']
EntNic_HiC_scaffold_2_R485,EntNic,HiC_scaffold_2,50458945,50479892,20948,"['EntNic_aeRoe-C36', 'EntNic_FHJ-C38']",2,"['aeRoe-C36', 'FHJ-C38']"
EntNic_HiC_scaffold_2_R486,EntNic,HiC_scaffold_2,50507039,50524824,17786,['EntNic_FHJ-C38'],1,['FHJ-C38']
EntNic_HiC_scaffold_2_R487,EntNic,HiC_scaffold_2,50530764,50553343,22580,"['EntNic_aeRoe-C36', 'EntNic_KOS-C293', 'EntNic_FHJ-C38']",3,"['aeRoe-C36', 'KOS-C293', 'FHJ-C38']"
EntNic_HiC_scaffold_2_R488,EntNic,HiC_scaffold_2,50561587,50583873,22287,"['EntNic_STF-C266', 'EntNic_DSJ-C190', 'EntNic_HHJ-C162', 'EntNic_KRS-C23', 'EntNic_JHJ-C220', 'EntNic_aeRoe-C36', 'EntNic_ORoe-C299', 'EntNic_FHJ-C38', 'EntNic_KOS-C293']",9,"['STF-C266', 'DSJ-C190', 'HHJ-C162', 'KRS-C23', 'JHJ-C220', 'aeRoe-C36', 'ORoe-C299', 'FHJ-C38', 'KOS-C293']"
EntNic_HiC_scaffold_2_R490,EntNic,HiC_scaffold_2,50602541,50648975,46435,"['EntNic_JEJ-C119', 'EntNic_ORoe-C299', 'EntNic_DSJ-C190', 'EntNic_MSJ-C2', 'EntNic_JHJ-C220', 'EntNic_FHJ-C38', 'EntNic_MMS-C295', 'EntNic_GEJ-C42', 'EntNic_STF-C266', 'EntNic_aeRoe-C36', 'EntNic_SBJ-C52', 'EntNic_KRS-C23', 'EntNic_HHJ-C162', 'EntNic_LVJ-C76', 'EntNic_KOS-C293', 'EntNic_SKJ-C16', 'EntNic_DoeJ-C27', 'EntNic_NOJ-C37', 'EntNic_RYJ-C139']",19,"['JEJ-C119', 'ORoe-C299', 'DSJ-C190', 'MSJ-C2', 'JHJ-C220', 'FHJ-C38', 'MMS-C295', 'GEJ-C42', 'STF-C266', 'aeRoe-C36', 'SBJ-C52', 'KRS-C23', 'HHJ-C162', 'LVJ-C76', 'KOS-C293', 'SKJ-C16', 'DoeJ-C27', 'NOJ-C37', 'RYJ-C139']"
EntNic_HiC_scaffold_2_R491,EntNic,HiC_scaffold_2,50659908,50693275,33368,"['EntNic_aeRoe-C36', 'EntNic_FHJ-C38', 'EntNic_DSJ-C190', 'EntNic_MSJ-C2', 'EntNic_KOS-C293', 'EntNic_HHJ-C162']",6,"['aeRoe-C36', 'FHJ-C38', 'DSJ-C190', 'MSJ-C2', 'KOS-C293', 'HHJ-C162']"
EntNic_HiC_scaffold_2_R492,EntNic,HiC_scaffold_2,50714973,50735401,20429,"['EntNic_ORoe-C299', 'EntNic_DSJ-C190', 'EntNic_MSJ-C2', 'EntNic_FHJ-C38', 'EntNic_SKJ-C216', 'EntNic_HHJ-C162']",6,"['ORoe-C299', 'DSJ-C190', 'MSJ-C2', 'FHJ-C38', 'SKJ-C216', 'HHJ-C162']"
EntNic_HiC_scaffold_2_R493,EntNic,HiC_scaffold_2,50814097,50864835,50739,"['EntNic_DSJ-C190', 'EntNic_FHJ-C38', 'EntNic_UTJ-C22', 'EntNic_RDJ-C344', 'EntNic_RYJ-C139', 'EntNic_JoeJ-C252', 'EntNic_MSJ-C2', 'EntNic_FUR-C230', 'EntNic_HHJ-C162', 'EntNic_BIJ-C30', 'EntNic_BJJ-C34', 'EntNic_SKJ-C216', 'EntNic_ORoe-C299', 'EntNic_KLJ-C127', 'EntNic_SKS-C55', 'EntNic_aaRJ-C225', 'EntNic_KOS-C293', 'EntNic_SHJ-C48', 'EntNic_SUJ-C130', 'EntNic_NOJ-C37', 'EntNic_MMS-C295', 'EntNic_KRS-C23', 'EntNic_DoeJ-C27', 'EntNic_STF-C266', 'EntNic_ULJ-C60', 'EntNic_HAS-C59', 'EntNic_SSJ-C259', 'EntNic_HAS-C59']",27,"['DSJ-C190', 'FHJ-C38', 'UTJ-C22', 'RDJ-C344', 'RYJ-C139', 'JoeJ-C252', 'MSJ-C2', 'FUR-C230', 'HHJ-C162', 'BIJ-C30', 'BJJ-C34', 'SKJ-C216', 'ORoe-C299', 'KLJ-C127', 'SKS-C55', 'aaRJ-C225', 'KOS-C293', 'SHJ-C48', 'SUJ-C130', 'NOJ-C37', 'MMS-C295', 'KRS-C23', 'DoeJ-C27', 'STF-C266', 'ULJ-C60', 'HAS-C59', 'SSJ-C259', 'HAS-C59']"
